Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,26606,26296,26672,28446,28499,28057,28862,29890,30246,30349,31942,33872,33981
  └─ YOY Sales Growth %,17.74%,12.07%,8.05%,6.54%,7.11%,6.70%,8.21%,5.08%,6.13%,8.17%,10.67%,13.32%,12.35%
Expenses,20743,20931,20743,21659,22382,22264,22493,23030,23764,24314,25397,26460,27269
  └─ Material Cost %,2%,2%,2%,1%,2%,2%,2%,2%,2%,2%,2%,2%,2%
  └─ Employee Cost %,55%,57%,57%,56%,57%,58%,57%,55%,57%,58%,57%,56%,57%
Operating Profit,5863,5365,5929,6787,6117,5793,6369,6860,6482,6035,6545,7412,6712
OPM %,22%,20%,22%,24%,21%,21%,22%,23%,21%,20%,20%,22%,20%
Other Income,453,344,365,370,416,1103,456,477,449,456,415,-571,322
  └─ Exceptional items,0,0,0,0,0,0,0,0,0,0,0,-956,0
  └─ Other income normal,453,344,365,370,416,1103,456,477,449,456,415,385,322
Interest,94,86,156,140,171,191,131,166,156,209,215,205,240
Depreciation,1027,927,1010,1143,1093,998,1007,1039,1040,1093,1043,1127,1092
Profit before tax,5195,4696,5128,5874,5269,5707,5687,6132,5735,5189,5702,5509,5702
Tax %,23%,25%,25%,26%,24%,25%,26%,25%,25%,26%,26%,26%,21%
Net Profit,3981,3531,3833,4351,3995,4259,4237,4594,4309,3844,4236,4082,4490
  └─ Minority share,2,3,-1,-1,-9,-2,-2,-3,-2,-1,-1,-6,-2
  └─ Exceptional items AT,0,0,0,0,0,0,0,0,0,0,0,-708,0
  └─ Profit excl Excep,3981,3531,3833,4351,3995,4259,4237,4594,4309,3844,4236,4790,4490
  └─ Profit for PE,3983,3534,3832,4350,3986,4257,4235,4591,4307,3843,4235,4783,4488
  └─ Profit for EPS,3983,3534,3832,4350,3986,4257,4235,4591,4307,3843,4235,4076,4488
  └─ YOY Profit Growth %,11%,8%,10%,6%,0%,20%,11%,6%,8%,-10%,0%,4%,4%
EPS in Rs,14.68,13.02,14.12,16.03,14.69,15.69,15.61,16.92,15.87,14.16,15.61,15.02,16.54
Raw PDF,,,,,,,,,,,,,
