Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,114.50,70.85,68.87,72.57,62.64,56.92,84.77,92.70,121.38,107.34,137.97,141.21,146.06
  └─ YOY Sales Growth %,118.55%,21.82%,6.00%,9.01%,-45.29%,-19.66%,23.09%,27.74%,93.77%,88.58%,62.76%,52.33%,20.33%
Expenses,107.80,67.17,65.17,68.84,60.36,54.99,80.53,86.79,111.67,100.55,128.82,131.74,136.20
  └─ Material Cost %,90%,88%,88%,88%,90%,88%,88%,87%,84%,86%,87%,87%,87%
  └─ Employee Cost %,1%,2%,2%,3%,3%,4%,3%,3%,2%,3%,2%,2%,2%
Operating Profit,6.70,3.68,3.70,3.73,2.28,1.93,4.24,5.91,9.71,6.79,9.15,9.47,9.86
OPM %,5.85%,5.19%,5.37%,5.14%,3.64%,3.39%,5.00%,6.38%,8.00%,6.33%,6.63%,6.71%,6.75%
Other Income,0.07,0.70,1.10,0.07,0.17,0.07,0.09,0.10,0.01,0.02,0.13,0.17,0.22
  └─ Other income normal,0.07,0.70,1.10,0.07,0.17,0.07,0.09,0.10,0.01,0.02,0.13,0.17,0.22
Interest,0.74,1.03,1.44,1.51,0.67,0.60,1.49,3.89,5.62,2.54,3.55,3.61,4.70
Depreciation,0.64,0.61,0.64,0.65,0.67,0.82,0.87,1.51,2.15,2.18,2.24,2.31,2.31
Profit before tax,5.39,2.74,2.72,1.64,1.11,0.58,1.97,0.61,1.95,2.09,3.49,3.72,3.07
Tax %,26.35%,24.09%,25.37%,17.07%,23.42%,24.14%,24.87%,26.23%,32.82%,23.92%,31.81%,17.74%,27.04%
Net Profit,3.97,2.08,2.03,1.36,0.85,0.43,1.47,0.45,1.31,1.59,2.38,3.06,2.24
  └─ Profit excl Excep,4,2,2,1,1,0,1,0,1,2,2,3,2
  └─ Profit for PE,4,2,2,1,1,0,1,0,1,2,2,3,2
  └─ Profit for EPS,4,2,2,1,1,0,1,0,1,2,2,3,2
  └─ YOY Profit Growth %,129%,46%,40%,-58%,-79%,-79%,-28%,-67%,54%,270%,62%,580%,71%
EPS in Rs,3.97,2.08,2.03,1.36,0.75,0.38,1.30,0.40,1.16,1.41,2.11,2.71,1.98
Raw PDF,,,,,,,,,,,,,
