Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,42.15,46.65,70.54,75.20,90.98,82.69,108.02,77.30,71.04,72.97,72.09,87.08,148.39
  └─ YOY Sales Growth %,-19%,-10%,25%,38%,116%,77%,53%,3%,-22%,-12%,-33%,13%,109%
Expenses,53.99,52.21,62.98,64.70,78.10,67.61,78.93,67.87,70.93,67.14,70.68,78.82,135.64
  └─ Employee Cost %,73.38%,62.81%,52.54%,49.56%,51.88%,49.59%,45.10%,49.74%,60.08%,58.28%,58.09%,57.48%,36.51%
Operating Profit,-11.84,-5.56,7.56,10.50,12.88,15.08,29.09,9.43,0.11,5.83,1.41,8.26,12.75
OPM %,-28.09%,-11.92%,10.72%,13.96%,14.16%,18.24%,26.93%,12.20%,0.15%,7.99%,1.96%,9.49%,8.59%
Other Income,8.30,9.13,7.52,8.19,8.44,6.43,6.78,6.58,5.81,4.78,4.99,4.74,4.82
  └─ Exceptional items,-0.04,1.63,-0.07,-0.01,-0.00,-0.00,-0.01,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00
  └─ Other income normal,8.34,7.50,7.59,8.20,8.44,6.43,6.79,6.58,5.81,4.78,4.99,4.74,4.82
Interest,1.34,0.83,1.12,1.29,1.66,1.78,1.65,1.84,1.68,2.44,2.80,3.43,4.28
Depreciation,2.44,1.98,2.08,2.68,3.06,2.62,2.79,2.94,3.29,2.91,3.28,3.55,3.69
Profit before tax,-7.32,0.76,11.88,14.72,16.60,17.11,31.43,11.23,0.95,5.26,0.32,6.02,9.60
Tax %,-27.46%,119.74%,18.94%,16.51%,37.35%,18.47%,17.88%,22.26%,-786.32%,8.75%,6.25%,28.07%,41.25%
Net Profit,-5.37,0.34,9.27,12.26,10.56,13.87,25.91,8.57,8.49,4.78,0.46,4.30,5.66
  └─ Profit from Associates,-0.06,0.49,-0.36,-0.04,0.16,-0.08,0.09,-0.16,0.07,-0.02,0.16,-0.03,0.02
  └─ Exceptional items AT,-0.04,1.63,-0.07,-0.01,0.00,0.00,-0.01,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Profit excl Excep,-5.33,-1.29,9.34,12.27,10.56,13.87,25.92,8.57,8.49,4.78,0.46,4.30,5.66
  └─ Profit for PE,-5.33,-1.29,9.34,12.27,10.56,13.87,25.92,8.57,8.49,4.78,0.46,4.30,5.66
  └─ Profit for EPS,-5.37,0.34,9.27,12.26,10.56,13.87,25.91,8.57,8.49,4.78,0.46,4.30,5.66
  └─ YOY Profit Growth %,-13.65%,-128.35%,51.87%,40.07%,298.12%,1175.19%,177.52%,-30.15%,-19.60%,-65.54%,-98.23%,-49.82%,-33.33%
EPS in Rs,-2.18,0.14,3.76,4.97,4.28,5.61,10.43,3.43,3.35,1.88,0.18,1.66,2.16
Raw PDF,,,,,,,,,,,,,
