Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,53.89,100.33,35.84,67.56,56.63,183.98,39.97,91.86,94.40,148.10,41.81,92.08,91.86
  └─ YOY Sales Growth %,62.61%,12.91%,0.14%,-6.18%,5.08%,83.37%,11.52%,35.97%,66.70%,-19.50%,4.60%,0.24%,-2.69%
Expenses,39.42,50.35,31.56,42.39,39.39,73.85,43.45,62.25,53.94,75.50,50.91,69.89,61.57
  └─ Material Cost %,11.78%,10.35%,11.94%,11.34%,11.07%,8.97%,11.66%,11.26%,9.97%,9.02%,10.86%,12.89%,10.39%
  └─ Employee Cost %,22.01%,12.73%,32.73%,18.31%,18.01%,6.00%,29.92%,12.79%,12.49%,7.99%,34.03%,14.74%,13.64%
Operating Profit,14.47,49.98,4.28,25.17,17.24,110.13,-3.48,29.61,40.46,72.60,-9.10,22.19,30.29
OPM %,26.85%,49.82%,11.94%,37.26%,30.44%,59.86%,-8.71%,32.23%,42.86%,49.02%,-21.77%,24.10%,32.97%
Other Income,-490.83,570.58,-42.33,0.57,-1.36,-0.55,3.11,1.70,3.24,2.30,4.35,1.59,2.10
  └─ Exceptional items,-494.40,564.42,-44.33,-5.47,-5.51,-2.97,0.35,0.35,0.59,-0.99,0.40,0.40,0.39
  └─ Other income normal,3.57,6.16,2.00,6.04,4.15,2.42,2.76,1.35,2.65,3.29,3.95,1.19,1.71
Interest,-1.24,0.40,0.38,0.41,0.38,0.39,2.09,3.69,4.46,4.26,4.45,5.40,5.64
Depreciation,-119.16,22.70,22.96,18.09,15.54,21.11,21.87,23.13,22.99,25.66,25.54,22.69,24.12
Profit before tax,-355.96,597.46,-61.39,7.24,-0.04,88.08,-24.33,4.49,16.25,44.98,-34.74,-4.31,2.63
Tax %,-55.08%,1.39%,-6.55%,40.47%,-12500.00%,25.25%,-74.19%,28.51%,3.20%,1.47%,12.00%,19.95%,85.17%
Net Profit,-159.88,589.15,-57.37,4.32,4.95,65.84,-6.28,3.22,15.73,44.31,-38.91,-5.17,0.40
  └─ Exceptional items AT,-494,557,-44,-3,-6,-2,0,0,1,-1,0,0,0
  └─ Profit excl Excep,335,33,-13,8,10,68,-7,3,15,45,-39,-5,0
  └─ Profit for PE,335,33,-13,8,10,68,-7,3,15,45,-39,-5,0
  └─ Profit for EPS,-160,589,-57,4,5,66,-6,3,16,44,-39,-5,0
  └─ YOY Profit Growth %,1190%,-24%,41%,8%,-97%,109%,49%,-61%,45%,-33%,-492%,-285%,-98%
EPS in Rs,-3.88,12.23,-1.19,0.09,0.10,1.21,-0.12,0.06,0.28,0.78,-0.69,-0.09,0.01
Raw PDF,,,,,,,,,,,,,
