Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,1950,1611,1511,1241,1697,1610,1480,1529,1769,1766,1632,1467,1785
  └─ YOY Sales Growth %,34.47%,1.63%,23.85%,-13.28%,-12.97%,-0.07%,-2.05%,23.19%,4.26%,9.73%,10.27%,-4.04%,0.89%
Expenses,1629,1279,1213,970,1362,1295,1184,1227,1436,1456,1318,1173,1436
  └─ Material Cost %,67%,61%,61%,53%,61%,61%,62%,59%,62%,64%,60%,56%,61%
  └─ Employee Cost %,7%,9%,10%,12%,9%,11%,10%,11%,10%,11%,12%,14%,11%
Operating Profit,320,332,298,272,335,315,296,302,333,310,314,295,348
OPM %,16%,21%,20%,22%,20%,20%,20%,20%,19%,18%,19%,20%,20%
Other Income,8,5,22,28,12,8,39,16,11,36,24,34,41
  └─ Other income normal,8.37,5.26,22.12,27.99,11.89,7.75,39.44,16.02,11.17,35.98,23.93,33.50,40.51
Interest,21,22,18,15,20,16,13,9,11,14,12,11,15
Depreciation,46,45,46,49,49,51,52,53,52,53,54,54,54
Profit before tax,261,270,256,236,278,255,271,256,281,279,272,263,320
Tax %,20%,25%,21%,21%,23%,20%,24%,21%,27%,24%,20%,21%,29%
Net Profit,210,203,202,187,214,203,205,202,205,213,218,209,227
  └─ Profit excl Excep,210,203,202,187,214,203,205,202,205,213,218,209,227
  └─ Profit for PE,210,203,202,187,214,203,205,202,205,213,218,209,227
  └─ Profit for EPS,210,203,202,187,214,203,205,202,205,213,218,209,227
  └─ YOY Profit Growth %,-5%,-11%,-1%,7%,2%,0%,2%,8%,-4%,5%,6%,3%,11%
EPS in Rs,6.13,5.93,5.90,5.47,6.25,5.95,6.00,5.92,5.98,6.22,6.38,6.10,6.65
Raw PDF,,,,,,,,,,,,,
