Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,785,1209,1373,1545,1537,1402,1406,1384,1425,1506,1487,1695,1743
  └─ YOY Sales Growth %,-28.83%,41.05%,31.50%,64.68%,95.85%,15.97%,2.36%,-10.43%,-7.32%,7.41%,5.77%,22.49%,22.31%
Expenses,617,915,1049,1189,1179,1137,1109,1024,1077,1138,1173,1260,1230
  └─ Material Cost %,46.48%,37.47%,37.98%,38.78%,38.99%,40.25%,40.93%,33.43%,34.24%,34.61%,37.25%,34.01%,33.93%
  └─ Employee Cost %,13.10%,21.10%,22.20%,22.35%,22.87%,25.36%,23.46%,24.77%,26.20%,27.10%,25.90%,25.02%,23.62%
Operating Profit,168,294,324,356,359,264,297,360,348,368,314,435,513
OPM %,21%,24%,24%,23%,23%,19%,21%,26%,24%,24%,21%,26%,29%
Other Income,-18,38,53,37,42,51,60,58,44,58,84,39,111
  └─ Exceptional items,-56,0,0,0,0,0,0,0,0,0,0,-24,0
  └─ Other income normal,39,38,53,37,42,51,60,58,44,58,84,63,111
Interest,2,5,6,5,10,6,6,23,7,12,8,4,10
Depreciation,38,65,81,105,93,92,94,96,96,101,106,108,109
Profit before tax,111,261,290,283,298,218,257,299,288,313,284,362,506
Tax %,29%,26%,33%,32%,35%,34%,36%,32%,35%,31%,35%,28%,28%
Net Profit,79,194,194,192,192,144,164,205,187,215,184,261,367
  └─ Exceptional items AT,-35,0,0,0,0,0,0,0,0,0,0,-17,0
  └─ Profit excl Excep,113,194,194,192,192,144,164,205,187,215,184,278,367
  └─ Profit for PE,113,194,194,192,192,144,164,205,187,215,184,278,367
  └─ Profit for EPS,79,194,194,192,192,144,164,205,187,215,184,261,367
  └─ YOY Profit Growth %,-60%,-15%,-20%,-17%,70%,-26%,-16%,7%,-3%,50%,12%,36%,97%
EPS in Rs,4.78,11.79,11.78,11.65,11.68,8.73,9.93,12.42,11.32,13.08,11.15,15.87,22.26
Raw PDF,,,,,,,,,,,,,
