Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,9.14,12.68,14.15,10.88,9.63,13.88,11.52,12.06,12.90,6.91,12.38,6.97,9.88
  └─ YOY Sales Growth %,9.59%,-31.09%,-17.01%,-20.00%,5.36%,9.46%,-18.59%,10.85%,33.96%,-50.22%,7.47%,-42.21%,-23.41%
Expenses,38.40,17.39,18.57,4.56,14.66,13.24,15.58,12.64,10.19,9.64,9.34,7.52,5.07
  └─ Employee Cost %,25.05%,15.22%,13.92%,19.21%,27.21%,16.79%,21.70%,20.07%,16.82%,28.22%,15.35%,21.66%,12.65%
Operating Profit,-29.26,-4.71,-4.42,6.32,-5.03,0.64,-4.06,-0.58,2.71,-2.73,3.04,-0.55,4.81
OPM %,-320.13%,-37.15%,-31.24%,58.09%,-52.23%,4.61%,-35.24%,-4.81%,21.01%,-39.51%,24.56%,-7.89%,48.68%
Other Income,-14.47,5.99,5.16,-7.91,0.79,1.97,0.57,0.78,0.24,0.61,0.90,0.65,2.16
  └─ Exceptional items,-16.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.72,0.00,0.00,0.00,0.00
  └─ Other income normal,1.81,5.99,5.16,-7.91,0.79,1.97,0.57,0.78,1.96,0.61,0.90,0.65,2.16
Interest,2.02,2.81,3.01,3.08,3.24,3.19,3.22,3.28,3.73,1.31,0.67,0.61,2.50
Depreciation,3.45,2.83,2.61,2.46,2.47,2.65,2.32,2.32,1.54,1.53,1.56,1.39,1.56
Profit before tax,-49.20,-4.36,-4.88,-7.13,-9.95,-3.23,-9.03,-5.40,-2.32,-4.96,1.71,-1.90,2.91
Tax %,-3.70%,7.57%,5.33%,4.21%,4.52%,-9.91%,0.66%,-1.48%,489.66%,3.23%,13.45%,10.00%,11.00%
Net Profit,-47.38,-4.69,-5.13,-7.42,-10.40,-2.91,-9.09,-5.32,-13.68,-5.12,1.48,-2.09,2.60
  └─ Exceptional items AT,-16,0,0,0,0,0,0,0,7,0,0,0,0
  └─ Profit excl Excep,-31,-5,-5,-7,-10,-3,-9,-5,-20,-5,1,-2,3
  └─ Profit for PE,-31,-5,-5,-7,-10,-3,-9,-5,-20,-5,1,-2,3
  └─ Profit for EPS,-47,-5,-5,-7,-10,-3,-9,-5,-14,-5,1,-2,3
  └─ YOY Profit Growth %,-149%,-127%,10%,-34%,67%,38%,-77%,28%,-96%,-76%,116%,61%,113%
EPS in Rs,-6.56,-0.65,-0.71,-1.03,-1.44,-0.40,-1.26,-0.74,-1.89,-0.71,0.20,-0.29,0.36
Raw PDF,,,,,,,,,,,,,
