Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,1313,1899,1843,1893,1664,2106,2004,2061,1969,2408,2074,2146,1771
  └─ YOY Sales Growth %,151.55%,94.53%,50.86%,23.22%,26.70%,10.90%,8.70%,8.87%,18.33%,14.34%,3.50%,4.11%,-10.07%
Expenses,1277,1775,1741,1777,1573,1970,1879,1945,1871,2281,1966,2031,1692
  └─ Employee Cost %,15.33%,11.96%,12.57%,13.44%,14.91%,11.94%,13.15%,12.45%,13.71%,12.11%,13.49%,13.91%,17.01%
Operating Profit,36,124,103,116,91,136,125,116,98,127,108,114,78
OPM %,3%,7%,6%,6%,5%,6%,6%,6%,5%,5%,5%,5%,4%
Other Income,11,33,28,48,29,28,43,18,50,45,64,11,33
  └─ Exceptional items,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.71,-3.11,0.00,25.65,-30.10,-1.54
  └─ Other income normal,10.72,32.89,27.92,47.71,28.79,28.39,43.39,22.08,53.14,45.07,38.83,40.93,34.75
Interest,23,26,23,24,26,22,24,26,24,24,24,24,23
Depreciation,30,30,31,33,33,34,35,37,36,36,39,41,42
Profit before tax,-6,101,77,107,61,109,110,71,88,111,110,60,46
Tax %,74%,28%,32%,16%,7%,33%,35%,35%,28%,34%,36%,25%,40%
Net Profit,-10,71,51,91,58,73,72,47,66,74,71,45,31
  └─ Profit from Associates,0.51,-1.62,-0.97,0.88,1.70,0.12,0.35,0.63,2.68,0.16,0.23,0.62,3.07
  └─ Minority share,3.21,1.97,-4.40,-8.14,-1.51,2.16,-7.07,2.29,-1.44,-1.51,-4.31,-3.79,7.98
  └─ Exceptional items AT,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2.43,-2.23,0.00,16.47,-22.65,-0.78
  └─ Profit excl Excep,-10.22,70.93,51.48,90.53,58.17,73.13,71.96,49.72,68.24,73.56,54.28,68.14,31.46
  └─ Profit for PE,-7.01,72.90,47.08,82.39,56.66,75.29,64.89,52.01,66.75,72.05,50.97,62.46,39.44
  └─ Profit for EPS,-7.01,72.90,47.08,82.39,56.66,75.29,64.89,49.58,64.57,72.05,66.44,41.70,38.66
  └─ YOY Profit Growth %,84.64%,1143.20%,5641.46%,344.63%,908.27%,3.28%,37.83%,-36.87%,17.81%,-4.30%,-21.45%,20.10%,-40.92%
EPS in Rs,-0.15,1.55,1.00,1.75,1.20,1.60,1.38,1.05,1.37,1.53,1.41,0.89,0.82
Raw PDF,,,,,,,,,,,,,
