Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,243,230,220,226,214,225,232,251,268,262,259,265,280
  └─ YOY Sales Growth %,,7.16%,-14.09%,-15.02%,-11.89%,-2.04%,5.18%,10.90%,25.02%,16.49%,12.06%,5.70%,4.41%
Expenses,229,188,178,184,192,195,205,229,251,237,233,235,250
  └─ Material Cost %,84%,73%,72%,72%,74%,72%,74%,77%,79%,74%,75%,74%,74%
  └─ Employee Cost %,1%,1%,1%,2%,2%,2%,2%,2%,2%,2%,2%,2%,3%
Operating Profit,15,42,42,42,23,30,26,22,17,26,27,30,30
OPM %,6%,18%,19%,19%,11%,13%,11%,9%,6%,10%,10%,11%,11%
Other Income,1,3,4,7,10,9,9,7,9,8,6,6,5
  └─ Other income normal,1.49,3.38,3.51,7.13,9.79,9.43,9.12,6.90,8.95,8.24,5.53,6.32,5.36
Interest,5,6,5,7,9,5,6,5,6,4,3,3,6
Depreciation,6,6,6,7,7,8,9,8,10,11,10,11,12
Profit before tax,5,34,34,35,16,26,21,16,11,20,19,22,18
Tax %,33%,17%,18%,31%,32%,29%,38%,32%,57%,27%,25%,32%,25%
Net Profit,4,27,26,24,9,19,12,10,4,14,13,14,13
  └─ Profit from Associates,1,-1,-2,-1,-2,-0,-1,-1,-0,-0,-2,-1,-1
  └─ Profit excl Excep,4,27,26,24,9,19,12,10,4,14,13,14,13
  └─ Profit for PE,4,27,26,24,9,19,12,10,4,14,13,14,13
  └─ Profit for EPS,4,27,26,24,9,19,12,10,4,14,13,14,13
  └─ YOY Profit Growth %,,31%,39%,20%,122%,-31%,-54%,-58%,-51%,-26%,5%,38%,191%
EPS in Rs,1.34,8.89,8.60,5.79,2.19,4.55,2.93,2.46,1.07,3.39,3.06,3.40,3.11
Raw PDF,,,,,,,,,,,,,
