Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,183.74,180.69,185.38,185.15,181.76,189.64,194.90,187.34,185.93,187.25,207.16,218.35,208.04
  └─ YOY Sales Growth %,,6.73%,4.41%,5.73%,-1.08%,4.95%,5.14%,1.18%,2.29%,-1.26%,6.29%,16.55%,11.89%
Expenses,157.35,151.70,153.01,155.85,155.09,159.62,162.46,154.86,152.38,152.65,166.83,175.75,164.02
  └─ Employee Cost %,10.74%,9.32%,8.37%,7.86%,9.16%,8.70%,9.19%,8.88%,9.11%,9.61%,8.97%,8.16%,8.94%
Operating Profit,26.39,28.99,32.37,29.30,26.67,30.02,32.44,32.48,33.55,34.60,40.33,42.60,44.02
OPM %,14.36%,16.04%,17.46%,15.83%,14.67%,15.83%,16.64%,17.34%,18.04%,18.48%,19.47%,19.51%,21.16%
Other Income,8.12,2.01,2.41,6.82,5.45,2.46,1.87,1.42,2.46,8.43,4.47,2.54,3.16
  └─ Exceptional items,0.00,0.08,0.00,0.00,0.08,0.20,-2.50,-2.50,-2.50,0.00,0.00,-0.97,0.00
  └─ Other income normal,8.12,1.93,2.41,6.82,5.37,2.26,4.37,3.92,4.96,8.43,4.47,3.51,3.16
Interest,6.75,7.07,6.97,6.95,7.22,7.20,7.08,8.51,10.81,14.30,14.52,13.07,16.46
Depreciation,12.41,13.35,13.29,13.66,13.92,13.80,13.40,12.80,15.72,15.21,15.82,16.04,20.72
Profit before tax,15.35,10.58,14.52,15.51,10.98,11.48,13.83,12.59,9.48,13.52,14.46,16.03,10.00
Tax %,17.92%,14.93%,17.91%,6.06%,16.03%,16.90%,18.15%,6.51%,125.32%,32.62%,21.85%,6.24%,12.30%
Net Profit,12.60,9.00,11.91,14.57,9.22,9.55,11.32,11.77,-2.40,9.11,11.30,15.03,8.77
  └─ Minority share,0,0,-0,0,-0,-0,-0,0,1,0,0,0,0
  └─ Exceptional items AT,0,0,0,0,0,0,-1,-2,1,0,0,-1,0
  └─ Profit excl Excep,13,9,12,15,9,9,12,14,-3,9,11,16,9
  └─ Profit for PE,13,9,12,15,9,9,12,14,-2,9,11,16,9
  └─ Profit for EPS,13,9,12,15,9,9,11,12,-2,9,11,15,9
  └─ YOY Profit Growth %,,-51%,-14%,15%,-31%,2%,-2%,-7%,-126%,-1%,-3%,16%,486%
EPS in Rs,,0.32,0.42,0.51,0.31,0.33,0.39,0.41,-0.06,0.31,0.39,0.51,0.30
Raw PDF,,,,,,,,,,,,,
