Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,2112,1984,2438,2046,2170,2130,2001,1979,2184,1825,1969,2280,2025
  └─ YOY Sales Growth %,-9.04%,7.63%,20.45%,-2.99%,2.74%,7.39%,-17.93%,-3.27%,0.65%,-14.35%,-1.57%,15.23%,-7.29%
Expenses,1960,1825,2105,1837,1960,1860,1678,1658,1886,1586,1810,2024,2280
  └─ Employee Cost %,10.20%,13.09%,10.66%,11.94%,11.76%,10.60%,11.37%,12.30%,10.53%,12.06%,10.88%,9.48%,9.48%
Operating Profit,152,159,333,209,210,270,323,321,298,239,159,256,-255
OPM %,7%,8%,14%,10%,10%,13%,16%,16%,14%,13%,8%,11%,-13%
Other Income,-199,-113,-55,-27,-11,-17,45,-46,36,25,26,9,76
  └─ Exceptional items,-213,-128,-127,-55,-26,-36,11,-81,-0,0,0,-9,0
  └─ Other income normal,14,15,72,28,16,19,34,35,36,25,26,18,76
Interest,40,23,23,18,7,6,8,11,8,8,13,9,15
Depreciation,83,79,77,76,77,76,73,66,64,59,57,54,47
Profit before tax,-170,-57,177,87,115,172,286,198,262,197,115,202,-241
Tax %,15%,-6%,31%,33%,88%,31%,27%,17%,28%,27%,34%,23%,-57%
Net Profit,-196,-53,123,58,13,118,209,164,188,144,76,155,-104
  └─ Minority share,0,0,0,0,0,0,0,0,0,0,0,0,0
  └─ Exceptional items AT,-99,-125,-55,-7,-2,-27,7,-67,-0,0,0,-7,0
  └─ Profit excl Excep,-97,72,178,66,15,145,202,231,189,144,76,162,-104
  └─ Profit for PE,-97,72,178,66,15,145,202,231,189,144,76,162,-104
  └─ Profit for EPS,-196,-53,123,58,13,118,209,164,188,144,76,155,-104
  └─ YOY Profit Growth %,-135%,-52%,6%,-59%,116%,102%,14%,251%,1145%,-1%,-62%,-30%,-155%
EPS in Rs,-2.04,-0.56,1.28,0.61,0.14,1.23,2.18,1.70,1.96,1.50,0.80,1.62,-1.08
Raw PDF,,,,,,,,,,,,,
