Metric,Mar 2021,Jun 2021,Sep 2021,Dec 2021,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024
Sales,32,80,107,117,116,118,66,143,228,238,96,12,28
  └─ YOY Sales Growth %,-66%,650%,59%,46%,265%,48%,-39%,22%,97%,102%,46%,-92%,-88%
Expenses,120,87,113,114,112,138,82,154,252,262,117,18,32
  └─ Material Cost %,-20%,25%,28%,23%,31%,65%,86%,84%,85%,87%,87%,115%,99%
  └─ Employee Cost %,30%,23%,21%,17%,18%,13%,11%,7%,6%,6%,9%,12%,6%
Operating Profit,-89,-7,-6,3,3,-20,-17,-11,-23,-24,-21,-6,-4
OPM %,-280%,-9%,-5%,3%,3%,-17%,-26%,-8%,-10%,-10%,-22%,-52%,-14%
Other Income,2711,1,2,1,6,7,24,2,-2,1,-2,17,1
  └─ Exceptional items,2710.49,0.19,0.04,-1.23,4.25,1.80,8.05,1.34,-0.97,-0.25,-2.23,10.45,3.49
  └─ Other income normal,0.18,0.72,1.46,2.62,1.76,4.78,16.07,0.48,-1.47,1.10,0.36,6.58,-2.56
Interest,1,7,7,7,8,11,10,11,12,15,15,15,15
Depreciation,-1,28,26,26,25,27,25,25,25,24,24,24,23
Profit before tax,2622,-42,-37,-28,-24,-51,-28,-45,-62,-62,-62,-28,-42
Tax %,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Net Profit,2622,-42,-37,-28,-24,-51,-28,-45,-62,-62,-62,-28,-42
  └─ Minority share,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Exceptional items AT,2710.49,0.19,0.04,-1.23,4.25,1.80,8.05,1.34,-0.97,-0.25,-2.23,10.45,3.49
  └─ Profit excl Excep,-88.44,-41.73,-37.27,-27.07,-28.45,-52.65,-35.87,-46.54,-61.07,-61.66,-59.35,-38.38,-45.02
  └─ Profit for PE,-88.27,-41.73,-37.27,-27.07,-28.45,-52.65,-35.87,-46.54,-61.07,-61.66,-59.35,-38.38,-45.02
  └─ Profit for EPS,2622.22,-41.54,-37.23,-28.30,-24.20,-50.85,-27.82,-45.20,-62.04,-61.91,-61.58,-27.93,-41.53
  └─ YOY Profit Growth %,-426.66%,6.39%,31.99%,55.30%,67.77%,-26.17%,3.76%,-71.92%,-114.66%,-17.11%,-65.46%,17.53%,26.28%
EPS in Rs,791.38,-12.54,-11.24,-8.54,-7.30,-15.35,-8.40,-13.64,-18.72,-18.68,-18.58,-8.43,-12.53
Raw PDF,,,,,,,,,,,,,
