Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,1010,946,1231,1346,1486,1144,1286,1396,1646,1254,1368,1614,1852
  └─ YOY Sales Growth %,-5.80%,9.39%,19.60%,41.25%,47.12%,20.95%,4.47%,3.71%,10.75%,9.56%,6.40%,15.60%,12.55%
Expenses,903,833,1091,1190,1314,1014,1128,1228,1461,1134,1218,1441,1623
  └─ Material Cost %,70%,68%,69%,73%,72%,68%,67%,66%,70%,67%,67%,70%,67%
  └─ Employee Cost %,10%,11%,10%,9%,9%,11%,11%,10%,9%,11%,11%,9%,8%
Operating Profit,107,114,140,157,172,130,158,168,185,120,150,173,229
OPM %,11%,12%,11%,12%,12%,11%,12%,12%,11%,10%,11%,11%,12%
Other Income,3,4,10,6,12,9,10,18,17,40,39,21,30
  └─ Exceptional items,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-9.64,-0.05
  └─ Other income normal,2.69,3.83,9.72,6.37,12.32,9.40,9.74,17.82,16.62,40.15,38.80,30.21,30.20
Interest,35,39,48,54,55,52,60,68,67,66,70,74,108
Depreciation,38,40,41,43,48,43,43,44,44,44,44,42,43
Profit before tax,37,38,60,66,82,45,65,73,90,51,74,77,108
Tax %,23%,21%,19%,21%,23%,26%,19%,22%,20%,23%,26%,23%,22%
Net Profit,28,30,49,52,62,34,53,56,72,39,55,60,84
  └─ Minority share,-0,-0,-5,-3,-7,-0,-3,-4,-6,-2,-3,-5,-10
  └─ Exceptional items AT,0,0,0,0,0,0,0,0,0,0,0,-6,-0
  └─ Profit excl Excep,28,30,49,52,62,34,53,56,72,39,55,66,84
  └─ Profit for PE,28,30,44,49,56,33,50,53,66,37,53,61,74
  └─ Profit for EPS,28,30,44,49,56,33,50,53,66,37,53,55,74
  └─ YOY Profit Growth %,-67%,17%,22%,42%,99%,11%,12%,8%,19%,10%,6%,16%,12%
EPS in Rs,1.19,1.28,1.87,2.06,2.36,1.41,2.09,2.23,2.81,1.56,2.23,2.33,3.14
Raw PDF,,,,,,,,,,,,,
