Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,236,218,166,134,163,165,104,160,204,217,263,318,333
  └─ YOY Sales Growth %,17%,12%,6%,-14%,-31%,-24%,-37%,20%,25%,32%,151%,98%,63%
Expenses,225,205,157,127,155,162,108,155,195,207,250,302,295
  └─ Material Cost %,86%,84%,82%,79%,83%,87%,84%,83%,83%,81%,80%,82%,76%
  └─ Employee Cost %,2%,2%,3%,4%,3%,3%,5%,4%,3%,3%,2%,2%,2%
Operating Profit,11,13,10,6,8,3,-3,6,9,11,12,15,38
OPM %,5%,6%,6%,5%,5%,2%,-3%,4%,4%,5%,5%,5%,11%
Other Income,2,3,5,6,3,3,8,-0,1,3,1,3,-2
  └─ Exceptional items,0.00,-0.61,0.04,1.93,-1.42,-0.43,-0.21,-0.09,0.00,0.00,0.00,0.00,0.00
  └─ Other income normal,1.50,3.34,4.49,3.61,4.19,3.80,7.84,0.05,0.85,2.51,0.96,2.70,-1.84
Interest,2,1,1,3,4,2,1,2,3,3,4,2,7
Depreciation,2,2,2,2,1,1,2,2,2,2,3,3,3
Profit before tax,8,13,12,7,6,3,2,2,5,9,6,13,26
Tax %,27%,25%,24%,31%,19%,51%,36%,-10%,3%,25%,31%,24%,27%
Net Profit,6,10,9,5,5,2,1,2,5,6,4,10,19
  └─ Exceptional items AT,0,-0,0,1,-1,-0,-0,-0,0,0,0,0,0
  └─ Profit excl Excep,6,11,9,3,6,2,1,2,5,6,4,10,19
  └─ Profit for PE,6,11,9,3,6,2,1,2,5,6,4,10,19
  └─ Profit for EPS,6,10,9,5,5,2,1,2,5,6,4,10,19
  └─ YOY Profit Growth %,-40%,1508%,261%,22%,-9%,-83%,-86%,-31%,-17%,253%,275%,302%,310%
EPS in Rs,0.95,1.55,1.36,0.73,0.69,0.25,0.17,0.35,0.72,0.99,0.69,1.47,2.95
Raw PDF,,,,,,,,,,,,,
