Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,1245,981,1038,996,1414,985,1945,848,975,613,646,743,696
  └─ YOY Sales Growth %,13.00%,0.06%,7.99%,13.84%,13.54%,0.41%,87.28%,-14.85%,-31.03%,-37.79%,-66.76%,-12.37%,-28.67%
Expenses,999,765,807,770,1039,706,1075,593,754,430,454,576,526
  └─ Material Cost %,35.39%,39.95%,39.14%,38.87%,36.61%,37.24%,36.04%,40.15%,38.67%,38.61%,25.75%,22.33%,28.93%
  └─ Employee Cost %,3.31%,4.02%,4.03%,4.98%,3.07%,4.27%,2.70%,4.88%,4.23%,6.36%,7.21%,4.59%,4.65%
Operating Profit,246,216,232,226,375,279,870,256,221,183,193,167,169
OPM %,20%,22%,22%,23%,26%,28%,45%,30%,23%,30%,30%,22%,24%
Other Income,10,8,5,7,125,21,132,122,-100,25,7,14,19
  └─ Exceptional items,0.00,0.00,0.00,0.00,0.00,0.00,-15.01,0.00,-125.62,0.00,0.00,0.00,0.00
  └─ Other income normal,10.10,7.58,5.34,6.52,125.25,20.90,147.20,122.30,25.30,25.24,7.48,13.55,18.96
Interest,21,20,21,28,37,37,89,41,41,48,53,55,56
Depreciation,48,36,39,41,41,30,238,23,23,15,15,15,14
Profit before tax,187,167,177,164,422,232,675,313,58,144,132,110,118
Tax %,24%,23%,20%,17%,22%,24%,13%,20%,87%,16%,22%,8%,21%
Net Profit,142,133,143,136,341,166,580,248,8,123,105,103,106
  └─ Profit from Associates,-0,5,0,-0,13,-12,-5,-2,0,2,2,1,12
  └─ Minority share,6,4,5,4,13,7,-139,0,132,0,0,0,0
  └─ Exceptional items AT,0,0,0,0,0,0,-13,0,-74,0,0,0,0
  └─ Profit excl Excep,142,133,143,136,341,166,593,248,81,123,105,103,106
  └─ Profit for PE,147,137,147,140,353,173,451,249,213,123,105,103,106
  └─ Profit for EPS,147,137,147,140,353,173,441,249,139,123,105,103,106
  └─ YOY Profit Growth %,6%,53%,28%,89%,140%,26%,206%,78%,-40%,-28%,-77%,-59%,-50%
EPS in Rs,5.24,4.88,5.24,4.96,12.56,6.14,15.70,8.84,4.95,4.39,3.72,3.66,3.78
Raw PDF,,,,,,,,,,,,,
