Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,2957,3360,2293,2626,4203,4921,2619,3105,4768,3939,2347,3071,4888
  └─ YOY Sales Growth %,10.88%,21.38%,29.65%,30.92%,42.14%,46.47%,14.23%,18.26%,13.44%,-19.96%,-10.38%,-1.11%,2.52%
Expenses,2767,3206,2256,2633,4051,4527,2489,2940,4467,3786,2313,2926,4703
  └─ Material Cost %,78%,79%,75%,78%,80%,79%,74%,77%,79%,78%,75%,76%,79%
  └─ Employee Cost %,6%,5%,8%,8%,5%,4%,9%,7%,5%,6%,10%,7%,5%
Operating Profit,190,154,37,-8,152,394,130,165,301,153,34,145,185
OPM %,6%,5%,2%,-0%,4%,8%,5%,5%,6%,4%,1%,5%,4%
Other Income,47,70,71,58,54,80,105,59,80,82,65,22,43
  └─ Exceptional items,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-26.49,0.00
  └─ Other income normal,46.66,69.97,70.98,57.89,54.42,80.25,105.47,59.05,79.69,82.07,64.61,48.84,42.63
Interest,12,10,11,14,21,10,14,16,23,14,20,31,22
Depreciation,10,11,12,13,12,13,16,18,14,18,24,21,21
Profit before tax,214,203,85,24,174,452,205,191,343,203,54,116,184
Tax %,33%,36%,58%,216%,36%,26%,35%,31%,31%,31%,42%,27%,39%
Net Profit,143,129,36,-28,111,335,133,131,236,141,32,84,113
  └─ Minority share,1,-0,1,-3,6,-1,1,1,5,-0,3,0,3
  └─ Exceptional items AT,0,0,0,0,0,0,0,0,0,0,0,-18,0
  └─ Profit excl Excep,143,129,36,-28,111,335,133,131,236,141,32,102,113
  └─ Profit for PE,144,129,37,-30,116,334,134,132,241,140,34,103,116
  └─ Profit for EPS,144,129,37,-30,116,334,134,132,241,140,34,85,116
  └─ YOY Profit Growth %,-21%,19%,-39%,-873%,-19%,159%,265%,534%,107%,-58%,-74%,-22%,-52%
EPS in Rs,4.35,3.91,1.11,-0.92,3.52,10.10,4.05,3.99,7.28,4.24,1.04,2.57,3.51
Raw PDF,,,,,,,,,,,,,
