Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,765,829,885,890,918,913,984,974,1014,1090,1270,1185,1307
  └─ YOY Sales Growth %,11.91%,22.78%,18.57%,23.11%,19.98%,10.09%,11.22%,9.46%,10.49%,19.45%,29.08%,21.67%,28.88%
Expenses,697,756,804,801,820,827,885,879,910,1008,1152,1076,1178
  └─ Material Cost %,62%,61%,61%,61%,60%,60%,62%,61%,62%,63%,63%,62%,64%
  └─ Employee Cost %,13%,14%,14%,13%,14%,14%,14%,14%,13%,13%,12%,13%,12%
Operating Profit,68,73,81,89,98,86,99,95,104,82,118,108,129
OPM %,9%,9%,9%,10%,11%,9%,10%,10%,10%,8%,9%,9%,10%
Other Income,8,3,4,3,5,7,7,5,10,21,39,3,18
  └─ Exceptional items,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.32,0.00,0.00,-2.78,0.00
  └─ Other income normal,7.82,3.15,3.83,2.91,4.85,6.54,7.18,4.52,7.99,21.32,38.67,5.32,17.73
Interest,11,11,13,13,14,14,14,14,15,17,17,17,18
Depreciation,33,35,37,40,42,41,42,44,44,50,44,49,50
Profit before tax,32,30,35,39,46,37,50,42,56,36,96,45,79
Tax %,22%,27%,22%,34%,23%,22%,20%,28%,23%,23%,23%,25%,19%
Net Profit,25,22,28,25,36,29,40,30,43,28,73,33,64
  └─ Minority share,-0,-0,-0,-0,0,0,0,0,0,0,0,0,0
  └─ Exceptional items AT,0,0,0,0,0,0,0,0,2,0,0,-1,0
  └─ Profit excl Excep,25,22,28,25,36,29,40,30,41,28,73,35,64
  └─ Profit for PE,24,21,27,25,36,29,40,30,41,28,73,35,64
  └─ Profit for EPS,24,21,27,25,36,29,40,30,43,28,73,33,64
  └─ YOY Profit Growth %,34%,69%,61%,28%,47%,36%,47%,19%,14%,-4%,83%,17%,56%
EPS in Rs,4.04,3.55,4.54,4.19,5.96,4.83,6.65,4.98,7.08,4.65,12.19,5.56,10.60
Raw PDF,,,,,,,,,,,,,
