Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,1375,851,862,1084,1290,833,953,1037,1231,908,960,717,1009
  └─ YOY Sales Growth %,284.24%,170.98%,50.45%,69.79%,-6.18%,-2.05%,10.52%,-4.30%,-4.56%,8.89%,0.75%,-30.91%,-18.02%
Expenses,1247,780,802,1008,1202,784,905,972,1143,847,887,699,939
  └─ Material Cost %,85%,83%,84%,86%,87%,84%,85%,85%,85%,83%,83%,85%,84%
  └─ Employee Cost %,2%,4%,5%,4%,3%,5%,5%,4%,4%,5%,6%,8%,5%
Operating Profit,128,71,60,75,88,49,48,65,88,61,72,18,71
OPM %,9%,8%,7%,7%,7%,6%,5%,6%,7%,7%,8%,2%,7%
Other Income,40,33,28,46,87,15,12,19,98,55,47,26,115
  └─ Other income normal,40,33,28,46,87,15,12,19,98,55,47,26,115
Interest,26,20,22,23,24,18,24,26,33,32,38,40,42
Depreciation,5,5,6,7,6,6,6,6,6,5,5,5,6
Profit before tax,137,79,61,92,145,40,30,52,148,79,77,-1,138
Tax %,26%,25%,23%,25%,25%,26%,19%,25%,26%,25%,23%,12%,25%
Net Profit,101,59,47,69,108,29,24,39,110,59,59,-1,103
  └─ Profit excl Excep,101,59,47,69,108,29,24,39,110,59,59,-1,103
  └─ Profit for PE,101,59,47,69,108,29,24,39,110,59,59,-1,103
  └─ Profit for EPS,101,59,47,69,108,29,24,39,110,59,59,-1,103
  └─ YOY Profit Growth %,81%,54%,167%,143%,7%,-50%,-48%,-43%,1%,99%,143%,-103%,-6%
EPS in Rs,85.49,49.65,39.45,58.02,91.43,24.85,20.56,32.98,92.77,49.46,49.89,-0.88,87.31
Raw PDF,,,,,,,,,,,,,
