Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,10360,11897,12529,14164,12494,13266,14534,17740,14916,16523,18725,25416,26920
  └─ YOY Sales Growth %,33%,26%,37%,22%,21%,12%,16%,25%,19%,25%,29%,43%,80%
Expenses,9271,10772,11118,12599,11303,12019,13298,16066,13379,14693,16850,22703,24982
  └─ Material Cost %,76%,78%,77%,77%,78%,78%,79%,79%,77%,78%,79%,80%,83%
  └─ Employee Cost %,4%,4%,4%,3%,4%,4%,4%,3%,4%,4%,3%,3%,3%
Operating Profit,1089,1125,1411,1565,1191,1247,1236,1674,1537,1830,1875,2713,1938
OPM %,11%,9%,11%,11%,10%,9%,8%,9%,10%,11%,10%,11%,7%
Other Income,114,114,125,136,159,120,123,128,116,105,113,-1,235
  └─ Exceptional items,0,0,0,0,0,0,0,0,0,0,0,-152,51
  └─ Other income normal,114,114,125,136,159,120,123,128,116,105,113,151,184
Interest,96,109,140,169,201,230,240,231,252,271,277,282,350
Depreciation,119,128,144,154,158,164,171,175,183,184,189,207,246
Profit before tax,988,1002,1252,1378,991,973,948,1396,1218,1480,1522,2223,1577
Tax %,26%,25%,27%,24%,22%,27%,26%,25%,28%,26%,26%,24%,25%
Net Profit,736,756,916,1053,771,715,704,1047,871,1091,1120,1684,1179
  └─ Minority share,-6,-3,-1,0,0,0,0,0,0,0,0,0,0
  └─ Exceptional items AT,0,0,0,0,0,0,0,0,0,0,0,-114,38
  └─ Profit excl Excep,736,756,916,1053,771,715,704,1047,871,1091,1120,1798,1141
  └─ Profit for PE,730,753,915,1053,771,715,704,1047,871,1091,1120,1798,1141
  └─ Profit for EPS,730,753,915,1053,771,715,704,1047,871,1091,1120,1684,1179
  └─ YOY Profit Growth %,34%,-4%,10%,16%,6%,-5%,-23%,-1%,13%,53%,59%,72%,31%
EPS in Rs,8.22,8.48,10.31,11.86,8.68,8.05,7.93,11.79,9.81,12.29,12.62,18.97,13.28
Raw PDF,,,,,,,,,,,,,
