Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,1643,1657,1770,1680,1786,1859,1988,1928,2007,2167,2331,2265,2365
  └─ YOY Sales Growth %,19.20%,11.40%,10.13%,7.68%,8.72%,12.16%,12.34%,14.80%,12.39%,16.56%,17.25%,17.46%,17.81%
Expenses,1372,1386,1440,1396,1405,1516,1554,1553,1572,1676,1775,1759,1832
  └─ Material Cost %,23.28%,24.04%,23.32%,23.44%,23.16%,24.36%,23.18%,23.52%,23.07%,23.73%,23.14%,22.79%,21.94%
  └─ Employee Cost %,15.88%,17.17%,15.90%,16.79%,15.20%,15.89%,14.60%,15.26%,14.31%,14.43%,13.58%,14.46%,14.36%
Operating Profit,271,272,330,284,381,343,435,375,435,491,556,506,532
OPM %,16%,16%,19%,17%,21%,18%,22%,19%,22%,23%,24%,22%,23%
Other Income,26,10,18,19,17,14,-42,47,-29,31,50,-34,-2
  └─ Exceptional items,10.54,1.48,3.69,7.71,3.14,0.20,-59.77,23.80,-53.57,12.63,23.53,-45.91,-12.49
  └─ Other income normal,15.50,8.14,14.78,11.34,14.12,13.60,17.47,22.95,24.44,18.32,26.26,11.82,10.61
Interest,32,31,32,33,35,35,36,45,68,70,75,86,84
Depreciation,82,79,84,87,92,91,95,97,102,101,106,120,122
Profit before tax,183,171,233,183,271,230,261,279,237,351,425,266,324
Tax %,25%,27%,21%,27%,25%,24%,26%,9%,21%,24%,23%,26%,16%
Net Profit,138,124,184,134,203,174,193,254,188,267,329,197,271
  └─ Minority share,-6,-12,-10,0,-24,-8,-17,-6,-4,-6,-7,-4,-5
  └─ Exceptional items AT,8,1,3,6,2,0,-44,22,-43,10,18,-34,-10
  └─ Profit excl Excep,130,123,181,129,201,174,237,233,231,257,311,232,282
  └─ Profit for PE,125,111,171,129,177,166,217,227,226,251,304,227,276
  └─ Profit for EPS,133,112,174,135,179,166,176,248,184,260,322,194,266
  └─ YOY Profit Growth %,84%,-9%,4%,6%,41%,50%,27%,76%,28%,51%,40%,0%,22%
EPS in Rs,1.76,1.48,2.30,1.78,2.37,2.20,2.34,3.28,2.44,3.45,4.26,2.57,3.52
Raw PDF,,,,,,,,,,,,,
