Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,202,211,252,284,323,321,356,392,507,451,428,461,573
  └─ YOY Sales Growth %,10.32%,28.59%,18.76%,30.34%,60.02%,52.49%,40.98%,37.78%,56.79%,40.51%,20.26%,17.69%,13.07%
Expenses,191,194,231,260,296,294,325,358,475,436,422,446,543
  └─ Material Cost %,75%,74%,75%,73%,74%,75%,73%,71%,77%,76%,73%,75%,77%
  └─ Employee Cost %,2%,3%,3%,3%,2%,2%,3%,2%,2%,2%,2%,3%,2%
Operating Profit,11,17,21,24,27,27,31,34,32,15,6,15,30
OPM %,6%,8%,8%,8%,8%,8%,9%,9%,6%,3%,1%,3%,5%
Other Income,7,2,2,2,3,3,2,4,2,18,20,5,9
  └─ Exceptional items,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00
  └─ Other income normal,6.60,1.73,1.89,1.58,2.77,3.15,2.28,3.71,1.85,17.71,19.64,4.82,8.93
Interest,2,2,1,1,1,1,2,4,5,4,4,6,8
Depreciation,2,2,2,2,3,3,3,3,4,4,4,4,4
Profit before tax,14,15,20,22,26,26,29,31,25,25,18,10,27
Tax %,0%,0%,0%,0%,-14%,2%,30%,26%,26%,27%,26%,28%,25%
Net Profit,14,15,19,22,29,25,20,23,19,18,13,7,21
  └─ Exceptional items AT,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00
  └─ Profit excl Excep,13.80,14.53,19.49,22.03,29.49,25.30,20.33,22.60,18.74,18.50,13.25,7.46,20.52
  └─ Profit for PE,13.80,14.53,19.49,22.03,29.49,25.30,20.33,22.60,18.74,18.50,13.25,7.46,20.52
  └─ Profit for EPS,13.80,14.53,19.49,22.03,29.49,25.30,20.33,22.60,18.74,18.50,13.25,7.48,20.52
  └─ YOY Profit Growth %,183.37%,106.69%,54.44%,53.84%,113.70%,74.12%,4.31%,2.59%,-36.45%,-26.88%,-34.83%,-66.99%,9.50%
EPS in Rs,0.71,0.62,0.82,0.79,0.97,0.83,0.67,0.74,0.61,0.61,0.43,0.25,0.67
Raw PDF,,,,,,,,,,,,,
