Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,2903,2968,3440,3324,2936,3032,3415,3374,3144,3371,4001,3737,3603
  └─ YOY Sales Growth %,16.86%,15.19%,11.72%,9.31%,1.14%,2.16%,-0.74%,1.52%,7.08%,11.19%,17.17%,10.74%,14.62%
Expenses,2549,2579,2693,2616,2534,2423,2662,2615,2752,2632,3080,2909,3086
  └─ Material Cost %,43.26%,40.39%,38.58%,39.25%,37.72%,35.49%,35.28%,35.69%,40.69%,34.74%,35.02%,34.06%,34.63%
  └─ Employee Cost %,17.33%,19.13%,16.14%,17.21%,17.23%,19.86%,17.88%,18.52%,19.61%,20.56%,17.75%,19.31%,19.76%
Operating Profit,353,389,747,708,402,609,753,759,391,739,921,828,517
OPM %,12%,13%,22%,21%,14%,20%,22%,23%,12%,22%,23%,22%,14%
Other Income,-34,66,6,42,76,120,134,93,146,149,104,90,65
  └─ Exceptional items,-103,0,-58,-51,-13,0,0,0,0,13,0,-53,-135
  └─ Other income normal,69,66,63,94,88,120,134,93,146,136,104,143,200
Interest,29,30,30,25,27,29,28,36,28,30,35,42,54
Depreciation,78,72,74,70,83,80,79,85,112,88,94,95,106
Profit before tax,212,353,648,655,367,619,780,731,396,771,896,781,423
Tax %,68%,18%,5%,8%,17%,11%,10%,12%,18%,13%,13%,16%,40%
Net Profit,68,288,615,604,304,550,702,641,322,668,779,653,251
  └─ Profit from Associates,0,0,0,0,0,0,0,0,-1,-0,-0,-0,-1
  └─ Minority share,3,-1,6,-9,-11,-5,-13,-15,-17,-4,-14,-17,-15
  └─ Exceptional items AT,-33,0,-44,-42,-10,0,0,0,0,11,0,-41,-80
  └─ Profit excl Excep,101,288,658,647,314,550,702,641,322,657,779,694,331
  └─ Profit for PE,104,287,664,637,303,545,689,626,306,654,765,676,312
  └─ Profit for EPS,71,287,621,595,294,545,689,626,306,664,765,636,236
  └─ YOY Profit Growth %,-9%,125%,101%,40%,191%,90%,4%,-2%,1%,20%,11%,8%,2%
EPS in Rs,5.94,23.98,51.90,49.76,24.55,45.60,57.60,52.34,25.58,55.56,63.99,53.19,19.78
Raw PDF,,,,,,,,,,,,,
