Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,28.30,21.97,28.99,29.53,47.72,34.44,45.06,38.83,38.73,53.39,48.42,47.63,45.26
  └─ YOY Sales Growth %,8.64%,12.96%,-49.75%,-24.48%,68.62%,56.76%,55.43%,31.49%,-18.84%,55.02%,7.46%,22.66%,16.86%
Expenses,27.02,19.51,26.19,25.72,45.97,31.19,40.99,37.17,34.14,48.96,44.91,44.69,39.11
  └─ Material Cost %,82%,84%,87%,83%,94%,84%,87%,91%,77%,87%,87%,90%,82%
  └─ Employee Cost %,1%,1%,1%,1%,1%,3%,2%,3%,9%,4%,4%,2%,2%
Operating Profit,1.28,2.46,2.80,3.81,1.75,3.25,4.07,1.66,4.59,4.43,3.51,2.94,6.15
OPM %,4.52%,11.20%,9.66%,12.90%,3.67%,9.44%,9.03%,4.28%,11.85%,8.30%,7.25%,6.17%,13.59%
Other Income,0.03,0.10,0.02,0.01,0.22,0.06,0.07,0.03,0.88,0.10,2.94,1.25,0.47
  └─ Other income normal,0.03,0.10,0.02,0.01,0.22,0.06,0.07,0.03,0.88,0.10,2.94,1.25,0.47
Interest,0.16,0.00,0.00,0.01,0.01,0.01,0.01,0.02,0.03,0.02,0.03,0.06,0.39
Depreciation,0.07,0.06,0.07,0.07,0.14,0.26,0.27,0.29,0.53,0.60,0.70,0.88,1.58
Profit before tax,1.08,2.50,2.75,3.74,1.82,3.04,3.86,1.38,4.91,3.91,5.72,3.25,4.65
Tax %,0.00%,0.00%,0.00%,0.00%,7.14%,15.46%,9.84%,8.70%,1.22%,1.79%,12.41%,4.00%,3.44%
Net Profit,1.09,2.50,2.75,3.74,1.69,2.57,3.49,1.26,4.85,3.84,5.01,3.11,4.48
  └─ Minority share,0.02,-0.02,-0.02,-0.22,0.02,0.01,-0.07,0.06,-0.27,-0.04,-0.16,-0.35,0.18
  └─ Profit excl Excep,1.09,2.50,2.75,3.74,1.69,2.57,3.49,1.26,4.85,3.84,5.01,3.11,4.48
  └─ Profit for PE,1.11,2.48,2.73,3.52,1.71,2.58,3.42,1.32,4.58,3.80,4.85,2.76,4.66
  └─ Profit for EPS,1.11,2.48,2.73,3.52,1.71,2.58,3.42,1.32,4.58,3.80,4.85,2.76,4.66
  └─ YOY Profit Growth %,40.51%,651.52%,378.95%,417.65%,54.05%,4.03%,25.27%,-62.50%,167.84%,47.29%,41.81%,109.09%,1.75%
EPS in Rs,0.02,0.05,0.05,0.06,0.03,0.05,0.06,0.02,0.08,0.07,0.09,0.05,0.08
Raw PDF,,,,,,,,,,,,,
