Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,598,490,1018,833,811,749,806,732,1218,742,834,830,1157
  └─ YOY Sales Growth %,-2.63%,-3.93%,118.89%,26.58%,35.64%,52.67%,-20.80%,-12.13%,50.30%,-0.88%,3.46%,13.45%,-5.02%
Expenses,557,444,948,768,752,711,742,653,1097,693,713,703,1018
  └─ Material Cost %,76.70%,67.36%,79.63%,75.78%,78.94%,83.12%,76.33%,71.38%,79.99%,79.54%,72.17%,59.94%,46.54%
  └─ Employee Cost %,2.52%,3.05%,1.86%,2.02%,2.23%,2.71%,2.44%,2.24%,1.70%,2.66%,2.44%,2.73%,2.53%
Operating Profit,41,47,70,65,58,38,64,79,121,49,121,128,140
OPM %,7%,10%,7%,8%,7%,5%,8%,11%,10%,7%,15%,15%,12%
Other Income,11,4,21,14,14,20,11,6,15,31,-19,8,8
  └─ Other income normal,11.10,3.58,21.18,14.35,14.34,20.09,10.73,5.54,15.46,31.49,-19.29,8.34,8.21
Interest,6,21,22,20,25,18,21,26,35,30,30,38,52
Depreciation,11,15,15,16,15,13,11,11,11,13,22,21,23
Profit before tax,34,14,54,43,32,28,43,47,91,38,49,76,73
Tax %,12%,22%,28%,29%,26%,31%,26%,27%,25%,28%,25%,28%,30%
Net Profit,30,11,39,31,24,19,32,34,68,28,37,55,51
  └─ Profit excl Excep,30,11,39,31,24,19,32,34,68,28,37,55,51
  └─ Profit for PE,30,11,39,31,24,19,32,34,68,28,37,55,51
  └─ Profit for EPS,30,11,39,31,24,19,32,34,68,28,37,55,51
  └─ YOY Profit Growth %,13%,14%,867%,-18%,-19%,70%,-18%,12%,182%,45%,16%,61%,-25%
EPS in Rs,4.96,1.87,6.50,5.09,3.73,2.94,4.92,5.27,10.53,4.11,4.93,7.34,6.78
Raw PDF,,,,,,,,,,,,,
