Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Revenue,0.45,10.38,13.10,15.15,5.74,10.02,2.01,0.32,0.28,10.10,0.41,1.39,0.36
  └─ YOY Sales Growth %,,3248.39%,60.54%,319.67%,1175.56%,-3.47%,-84.66%,-97.89%,-95.12%,0.80%,-79.60%,334.38%,28.57%
Interest,0.02,0.03,0.02,0.02,0.02,0.03,0.03,0.05,0.49,0.32,0.31,0.32,0.36
Expenses,7.39,0.50,1.03,0.55,0.74,0.83,1.19,12.74,7.16,1.09,5.30,5.34,11.84
  └─ Employee Cost %,56%,2%,1%,2%,3%,5%,37%,247%,293%,8%,193%,57%,222%
Financing Profit,-6.96,9.85,12.05,14.58,4.98,9.16,0.79,-12.47,-7.37,8.69,-5.20,-4.27,-11.84
Financing Margin %,-1546.67%,94.89%,91.98%,96.24%,86.76%,91.42%,39.30%,-3896.88%,-2632.14%,86.04%,-1268.29%,-307.19%,-3288.89%
Other Income,0.01,0.00,0.00,0.01,0.06,0.01,0.01,0.01,0.01,0.00,0.05,0.04,0.04
  └─ Other income normal,0.01,0.00,0.00,0.01,0.06,0.01,0.01,0.01,0.01,0.00,0.05,0.04,0.04
Depreciation,0.08,0.09,0.09,0.09,0.09,0.10,0.10,0.10,0.10,0.10,0.06,0.06,0.06
Profit before tax,-7.03,9.76,11.96,14.50,4.95,9.07,0.70,-12.56,-7.46,8.59,-5.21,-4.29,-11.86
Tax %,0.00%,0.00%,10.70%,12.14%,12.32%,29.00%,82.86%,-8.92%,-4.16%,13.15%,-11.71%,-12.82%,-16.27%
Net Profit,-7.03,9.76,10.69,12.74,4.35,6.45,0.13,-11.44,-7.16,7.46,-4.60,-3.74,-9.94
  └─ Profit excl Excep,-7.03,9.76,10.69,12.74,4.35,6.45,0.13,-11.44,-7.16,7.46,-4.60,-3.74,-9.94
  └─ Profit for PE,-7.03,9.76,10.69,12.74,4.35,6.45,0.13,-11.44,-7.16,7.46,-4.60,-3.74,-9.94
  └─ Profit for EPS,-7.03,9.76,10.69,12.74,4.35,6.45,0.13,-11.44,-7.16,7.46,-4.60,-3.74,-9.94
  └─ YOY Profit Growth %,-35050.00%,271.83%,40.29%,313.64%,161.88%,-33.91%,-98.78%,-189.80%,-264.60%,15.66%,-3638.46%,67.31%,-38.83%
EPS in Rs,-9.85,13.67,14.98,17.85,6.09,9.04,0.18,-16.03,-10.03,10.45,-6.44,-5.24,-13.93
Gross NPA %,,,,,,,,,,,,,
Net NPA %,,,,,,,,,,,,,
Raw PDF,,,,,,,,,,,,,
