Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,214,273,261,210,185,178,188,187,183,184,183,160,161
  └─ YOY Sales Growth %,-1.84%,9.00%,-3.29%,-23.13%,-13.74%,-34.75%,-28.13%,-11.06%,-1.20%,3.46%,-2.61%,-14.23%,-11.72%
Expenses,154,177,161,154,137,131,154,138,142,145,143,138,134
  └─ Material Cost %,6.97%,6.32%,6.74%,7.83%,8.23%,8.92%,8.23%,9.30%,8.66%,7.94%,8.01%,8.47%,8.14%
  └─ Employee Cost %,19.83%,16.78%,17.06%,20.32%,18.90%,19.63%,22.25%,19.30%,21.01%,21.72%,23.19%,26.47%,27.95%
Operating Profit,60,96,100,56,48,47,34,49,41,39,40,22,28
OPM %,28%,35%,38%,27%,26%,27%,18%,26%,22%,21%,22%,14%,17%
Other Income,19,14,12,13,61,1,19,-16,211,12,9,7,10
  └─ Exceptional items,0.00,0.00,0.00,0.00,44.59,-12.44,0.00,-28.05,196.63,0.00,0.00,0.00,-5.51
  └─ Other income normal,18.80,14.23,12.05,12.88,16.54,13.51,19.18,12.05,14.07,12.05,8.89,7.40,15.16
Interest,2,2,3,3,3,2,2,1,1,1,1,1,3
Depreciation,15,16,17,16,13,12,14,13,13,12,12,10,13
Profit before tax,62,92,92,50,93,35,38,19,237,38,36,19,22
Tax %,17%,26%,25%,30%,22%,38%,28%,-90%,31%,22%,30%,24%,24%
Net Profit,51,68,69,35,72,22,27,36,165,29,25,14,16
  └─ Minority share,-0.13,-0.27,-0.02,-0.08,-0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Exceptional items AT,0.00,0.00,0.00,0.00,33.58,-12.15,0.00,-28.05,135.58,0.00,0.00,0.00,-4.18
  └─ Profit excl Excep,51.30,68.18,69.46,34.56,38.89,33.83,26.98,63.78,28.98,29.46,25.10,14.28,20.63
  └─ Profit for PE,51.17,67.91,69.44,34.48,38.86,33.83,26.98,63.78,28.98,29.46,25.10,14.28,20.63
  └─ Profit for EPS,51.17,67.91,69.44,34.48,72.41,21.68,26.98,35.73,164.56,29.46,25.10,14.28,16.45
  └─ YOY Profit Growth %,-3.40%,18.87%,1.74%,-59.35%,-24.06%,-50.18%,-61.15%,84.98%,-25.42%,-12.92%,-6.97%,-77.61%,-28.81%
EPS in Rs,1.91,2.54,2.59,1.29,2.70,0.81,1.01,1.33,6.15,1.10,0.94,0.53,0.61
Raw PDF,,,,,,,,,,,,,
