Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,317,314,318,319,314,316,320,320,311,313,317,317,311
  └─ YOY Sales Growth %,-14.27%,-2.03%,-1.83%,-1.56%,-0.93%,0.59%,0.56%,0.12%,-0.91%,-0.73%,-1.04%,-0.90%,0.02%
Expenses,231,29,-133,20,-70,22,188,20,-649,21,-93,19,17
  └─ Employee Cost %,0.09%,0.09%,0.08%,0.07%,0.08%,0.09%,0.09%,0.11%,0.10%,0.10%,0.10%,0.09%,0.09%
Operating Profit,86,285,451,299,385,293,132,300,960,292,409,297,294
OPM %,27%,91%,142%,94%,122%,93%,41%,94%,309%,93%,129%,94%,94%
Other Income,6,7,7,10,12,11,9,10,9,12,10,8,9
  └─ Other income normal,5.72,7.35,7.46,10.10,12.48,11.10,9.07,9.59,8.81,11.74,10.10,8.19,8.59
Interest,11,12,12,12,12,12,12,12,21,20,18,18,18
Depreciation,78,78,79,79,79,79,80,80,78,79,80,80,78
Profit before tax,2,202,368,218,307,214,50,218,870,205,321,207,207
Tax %,-1693%,6%,14%,5%,12%,6%,-60%,6%,21%,7%,13%,5%,-18%
Net Profit,43,191,316,207,269,201,80,204,687,191,279,198,244
  └─ Minority share,35,-4,-26,-8,-16,-8,21,-9,0,0,0,0,0
  └─ Profit excl Excep,43,191,316,207,269,201,80,204,687,191,279,198,244
  └─ Profit for PE,78,187,289,199,252,193,101,195,687,191,279,198,244
  └─ Profit for EPS,78,187,289,199,252,193,101,195,687,191,279,198,244
  └─ YOY Profit Growth %,-65%,-10%,142%,-5%,225%,3%,-65%,-2%,172%,-1%,178%,1%,-64%
EPS in Rs,0.85,2.05,3.18,2.18,2.77,2.12,1.10,2.15,7.55,2.10,3.07,2.17,2.68
Raw PDF,,,,,,,,,,,,,
