Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,534,515,604,563,624,605,681,602,682,674,808,706,858
  └─ YOY Sales Growth %,15.20%,9.48%,16.52%,11.89%,16.91%,17.36%,12.78%,6.86%,9.24%,11.42%,18.72%,17.33%,25.80%
Expenses,460,451,528,492,541,541,599,538,618,630,704,638,749
  └─ Material Cost %,51.18%,47.73%,48.59%,45.23%,47.02%,47.97%,48.36%,45.02%,49.32%,46.94%,45.39%,44.46%,48.45%
  └─ Employee Cost %,16.04%,18.67%,17.84%,19.26%,18.16%,20.32%,19.29%,21.00%,19.14%,22.66%,19.02%,21.78%,18.15%
Operating Profit,74,64,76,71,84,64,81,64,64,44,104,68,108
OPM %,14%,12%,13%,13%,13%,11%,12%,11%,9%,7%,13%,10%,13%
Other Income,4,4,6,3,9,3,8,1,0,2,1,-4,2
  └─ Exceptional items,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-6.16,0.00
  └─ Other income normal,4.43,3.99,5.82,3.10,8.75,3.13,8.16,1.31,0.00,2.45,1.22,2.54,2.04
Interest,6,7,9,14,13,14,16,16,20,26,24,23,23
Depreciation,17,17,19,24,26,26,27,27,33,35,36,36,35
Profit before tax,55,44,53,35,53,27,47,21,11,-14,46,6,52
Tax %,16%,24%,26%,29%,23%,26%,27%,41%,86%,8%,31%,111%,22%
Net Profit,46,33,39,25,41,20,34,13,1,-16,32,-1,41
  └─ Minority share,0,0,0,0,0,0,0,0,1,0,1,0,-1
  └─ Exceptional items AT,0,0,0,0,0,0,0,0,0,0,0,2,0
  └─ Profit excl Excep,46,33,39,25,41,20,34,13,1,-16,32,-3,41
  └─ Profit for PE,46,33,39,25,41,20,35,13,2,-15,32,-1,39
  └─ Profit for EPS,46,33,39,25,41,20,35,13,2,-15,32,-0,39
  └─ YOY Profit Growth %,81%,34%,33%,-12%,-11%,-39%,-11%,-50%,-95%,-176%,-7%,-107%,1797%
EPS in Rs,1.82,1.30,1.54,0.99,1.61,0.79,1.36,0.50,0.08,-0.60,1.27,-0.01,1.55
Raw PDF,,,,,,,,,,,,,
