Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,45,44,53,57,60,65,64,65,68,68,82,112,124
  └─ YOY Sales Growth %,455%,202%,86%,49%,32%,47%,21%,13%,13%,5%,29%,74%,83%
Expenses,47,46,60,59,45,57,53,53,54,55,61,86,95
  └─ Material Cost %,2.73%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
  └─ Employee Cost %,36.00%,47.67%,52.57%,47.74%,20.06%,30.71%,31.29%,28.82%,29.59%,29.71%,24.46%,24.56%,26.40%
Operating Profit,-2,-2,-8,-2,15,8,11,12,14,13,21,27,28
OPM %,-4%,-4%,-14%,-4%,24%,12%,17%,18%,21%,19%,26%,24%,23%
Other Income,6,4,5,5,4,4,4,6,7,9,3,10,21
  └─ Exceptional items,0.00,0.00,0.00,0.00,-1.44,-0.04,0.00,0.00,-0.30,0.00,-2.55,-0.28,13.04
  └─ Other income normal,5.97,3.55,4.76,4.78,5.93,4.21,3.65,5.65,7.57,8.56,5.16,10.16,8.18
Interest,4,4,7,7,8,7,7,6,8,8,8,7,7
Depreciation,14,16,19,20,18,19,20,21,22,25,26,27,28
Profit before tax,-14,-19,-28,-24,-7,-14,-12,-10,-9,-11,-10,3,15
Tax %,-28%,-14%,-16%,-11%,-30%,-22%,1%,-12%,11%,-7%,-12%,-2%,-10%
Net Profit,-10,-16,-24,-21,-5,-11,-12,-9,-10,-10,-8,3,16
  └─ Minority share,4,4,4,3,0,0,3,2,3,1,-0,1,0
  └─ Exceptional items AT,0,0,0,0,-1,-0,0,0,-0,0,-2,-0,13
  └─ Profit excl Excep,-10,-16,-24,-21,-3,-11,-12,-9,-10,-10,-6,3,3
  └─ Profit for PE,-6,-13,-20,-19,-3,-11,-10,-7,-7,-9,-6,4,4
  └─ Profit for EPS,-6,-13,-20,-19,-5,-11,-10,-7,-7,-9,-9,3,17
  └─ YOY Profit Growth %,-19%,-84%,-153%,-124%,46%,16%,52%,64%,-120%,12%,35%,154%,152%
EPS in Rs,-0.82,-1.76,-2.81,-2.59,-1.55,-3.67,-3.27,-2.26,-2.46,-1.33,-1.19,0.45,2.31
Raw PDF,,,,,,,,,,,,,
