Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,88,515,760,583,1178,915,1030,1837,2519,1762,1749,2092,1946
  └─ YOY Sales Growth %,-91.74%,-57.33%,142.90%,43.23%,1232.14%,77.70%,35.68%,215.19%,113.84%,92.52%,69.69%,13.88%,-22.77%
Expenses,441,552,758,599,1149,890,1012,1767,2386,1676,1745,2025,1800
  └─ Material Cost %,9%,47%,62%,61%,75%,70%,71%,75%,72%,64%,61%,64%,59%
  └─ Employee Cost %,69%,11%,7%,9%,4%,5%,5%,3%,2%,3%,3%,2%,3%
Operating Profit,-352,-37,1,-16,29,25,18,70,134,85,4,67,146
OPM %,-398%,-7%,0%,-3%,2%,3%,2%,4%,5%,5%,0%,3%,7%
Other Income,-2,7,17,27,33,13,34,5,-13,21,-469,-12,53
  └─ Exceptional items,0,0,0,0,0,0,0,0,0,0,-580,-31,0
  └─ Other income normal,-2,7,17,27,33,13,34,5,-13,21,111,19,53
Interest,60,62,64,68,25,19,28,31,31,29,36,47,42
Depreciation,4,3,4,4,4,4,4,3,3,3,3,3,3
Profit before tax,-418,-95,-50,-61,34,15,20,41,87,75,-503,4,154
Tax %,1%,-0%,9%,3%,96%,67%,57%,58%,37%,48%,-5%,65%,8%
Net Profit,-421,-95,-55,-62,1,5,9,17,55,39,-478,2,142
  └─ Minority share,4,-0,0,-1,0,-1,-2,-2,0,-7,4,-4,-7
  └─ Exceptional items AT,0,0,0,0,0,0,0,0,0,0,-580,-25,0
  └─ Profit excl Excep,-421,-95,-55,-62,1,5,9,17,55,39,102,26,142
  └─ Profit for PE,-417,-95,-54,-64,1,4,7,15,55,32,102,22,135
  └─ Profit for EPS,-417,-95,-54,-64,1,4,7,15,55,32,-473,-3,135
  └─ YOY Profit Growth %,-231%,73%,82%,37%,100%,104%,113%,123%,3746%,663%,1340%,48%,143%
EPS in Rs,-22.01,-5.03,-2.86,-2.73,0.06,0.18,0.30,0.64,2.37,1.37,-20.26,-0.12,5.76
Raw PDF,,,,,,,,,,,,,
