Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,53.83,57.01,71.85,89.63,75.42,80.35,125.63,126.16,134.71,135.59,146.94,149.39,153.23
  └─ YOY Sales Growth %,43.89%,36.81%,46.19%,66.91%,40.11%,40.94%,74.85%,40.76%,78.61%,68.75%,16.96%,18.41%,13.75%
Expenses,46.38,49.28,61.63,80.83,68.05,71.49,109.82,109.10,120.37,119.01,130.12,134.26,142.11
  └─ Material Cost %,1%,3%,4%,19%,3%,8%,4%,2%,1%,1%,4%,3%,0%
  └─ Employee Cost %,74%,72%,73%,58%,71%,66%,51%,50%,47%,51%,47%,54%,56%
Operating Profit,7.45,7.73,10.22,8.80,7.37,8.86,15.81,17.06,14.34,16.58,16.82,15.13,11.12
OPM %,13.84%,13.56%,14.22%,9.82%,9.77%,11.03%,12.58%,13.52%,10.65%,12.23%,11.45%,10.13%,7.26%
Other Income,0.16,1.66,0.84,0.41,0.58,1.50,1.01,1.26,0.22,0.57,1.42,-4.56,2.32
  └─ Exceptional items,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-5.82,0.00
  └─ Other income normal,0.16,1.66,0.84,0.41,0.58,1.50,1.01,1.26,0.22,0.57,1.42,1.26,2.32
Interest,1.52,1.55,1.53,1.48,1.46,1.62,2.00,2.11,1.74,0.90,1.16,1.20,1.56
Depreciation,4.57,4.53,5.57,5.26,4.90,4.63,5.09,5.09,4.11,4.80,4.49,4.26,5.17
Profit before tax,1.52,3.31,3.96,2.47,1.59,4.11,9.73,11.12,8.71,11.45,12.59,5.11,6.71
Tax %,0.00%,3.02%,8.59%,11.34%,45.28%,2.92%,0.00%,0.63%,0.00%,4.80%,3.49%,15.66%,-18.33%
Net Profit,1.52,3.21,3.63,2.19,0.87,3.98,9.73,11.06,8.71,10.90,12.15,4.30,7.95
  └─ Exceptional items AT,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-5.02,0.00
  └─ Profit excl Excep,1.52,3.21,3.63,2.19,0.87,3.98,9.73,11.06,8.71,10.90,12.15,9.32,7.95
  └─ Profit for PE,1.52,3.21,3.63,2.19,0.87,3.98,9.73,11.06,8.71,10.90,12.15,9.32,7.95
  └─ Profit for EPS,1.52,3.21,3.63,2.19,0.87,3.98,9.73,11.06,8.71,10.90,12.15,4.30,7.95
  └─ YOY Profit Growth %,50.50%,107.10%,192.74%,17.74%,-42.76%,23.99%,168.04%,405.02%,901.15%,173.87%,24.87%,-15.73%,-8.73%
EPS in Rs,0.09,0.18,0.20,0.12,0.05,0.21,0.51,0.58,0.46,0.57,0.63,0.22,0.41
Raw PDF,,,,,,,,,,,,,
