Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,1890,2018,2064,2227,2447,2402,2495,2653,2863,3205,3670,3994,3938
  └─ YOY Sales Growth %,47.22%,40.20%,30.31%,26.41%,29.48%,19.06%,20.93%,19.16%,17.02%,33.43%,47.07%,50.53%,37.54%
Expenses,1635,1265,1337,1558,1630,1506,1636,1662,1854,2041,2223,2293,2493
  └─ Material Cost %,2.74%,2.25%,2.09%,2.73%,2.67%,2.89%,3.08%,3.25%,2.90%,3.22%,6.39%,8.60%,7.64%
  └─ Employee Cost %,14.11%,13.64%,14.03%,14.42%,14.56%,14.08%,14.75%,14.55%,13.74%,12.74%,11.77%,10.89%,11.22%
Operating Profit,254,753,726,669,817,896,859,992,1009,1165,1447,1701,1445
OPM %,13%,37%,35%,30%,33%,37%,34%,37%,35%,36%,39%,43%,37%
Other Income,118,251,184,116,263,160,260,562,241,208,130,-73,260
  └─ Exceptional items,-36,78,-31,-30,101,0,109,409,90,46,35,-183,-6
  └─ Other income normal,154,173,215,147,162,160,151,154,151,162,95,110,266
Interest,672,594,673,857,823,889,1031,829,955,949,1043,917,950
Depreciation,301,296,373,393,405,466,474,479,491,489,431,465,452
Profit before tax,-601,114,-135,-465,-148,-300,-386,246,-196,-65,103,246,302
Tax %,6%,85%,40%,5%,13%,13%,11%,18%,29%,111%,66%,29%,-32%
Net Profit,-637,17,-190,-486,-168,-338,-429,202,-253,-137,35,174,400
  └─ Minority share,195,0,99,169,47,196,148,65,15,-74,-72,-52,-98
  └─ Exceptional items AT,-34,12,-19,-29,88,0,97,364,64,-5,12,-130,-6
  └─ Profit excl Excep,-603,5,-172,-457,-255,-338,-525,-162,-317,-132,23,304,407
  └─ Profit for PE,-418,5,-82,-299,-184,-142,-344,-98,-298,-207,-49,213,307
  └─ Profit for EPS,-441,17,-91,-317,-121,-142,-280,267,-238,-212,-37,122,302
  └─ YOY Profit Growth %,-435%,104%,58%,-268%,56%,-2939%,-319%,67%,-62%,-46%,86%,318%,203%
EPS in Rs,-0.73,0.03,-0.15,-0.53,-0.20,-0.23,-0.27,0.25,-0.23,-0.20,-0.04,0.12,0.29
Raw PDF,,,,,,,,,,,,,
