Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,94,99,91,97,93,103,76,232,47,46,17,42,49
  └─ YOY Sales Growth %,115.19%,44.57%,36.61%,0.12%,-1.61%,4.56%,-16.26%,137.68%,-49.00%,-55.12%,-77.56%,-81.85%,3.47%
Expenses,109,47,98,49,49,53,68,54,42,18,64,8,88
  └─ Material Cost %,33.85%,25.57%,23.83%,25.77%,21.30%,29.16%,33.92%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
  └─ Employee Cost %,3.38%,2.84%,3.07%,2.33%,2.89%,1.64%,2.01%,0.47%,3.58%,3.01%,7.02%,2.88%,1.88%
Operating Profit,-15,52,-7,49,44,50,8,177,5,28,-47,34,-40
OPM %,-16%,53%,-7%,50%,47%,48%,11%,76%,11%,61%,-276%,82%,-81%
Other Income,2,2,2,2,5,5,5,7,6,5,67,8,-48
  └─ Other income normal,2.48,1.97,2.15,2.32,4.93,4.65,4.61,6.56,5.98,4.79,66.55,8.02,-48.48
Interest,46,47,48,47,46,46,5,1,1,0,0,0,0
Depreciation,15,16,16,16,34,21,18,18,18,19,7,17,22
Profit before tax,-74,-9,-68,-12,-31,-13,-10,165,-8,14,12,25,-110
Tax %,-7%,-22%,-3%,-16%,-6%,-16%,2%,0%,-10%,3%,1%,-1%,0%
Net Profit,-69,-7,-66,-10,-30,-11,-10,164,-7,13,12,25,-110
  └─ Minority share,8,-5,10,-5,1,-5,3,5,2,-3,-7,-7,47
  └─ Profit excl Excep,-69,-7,-66,-10,-30,-11,-10,164,-7,13,12,25,-110
  └─ Profit for PE,-60,-12,-56,-16,-29,-16,-7,170,-5,10,5,18,-63
  └─ Profit for EPS,-60,-12,-56,-16,-29,-16,-7,170,-5,10,5,18,-63
  └─ YOY Profit Growth %,62%,-291%,-335%,88%,52%,-32%,87%,1178%,83%,166%,166%,-89%,-1227%
EPS in Rs,-7.20,-1.40,-6.64,-1.87,-3.42,-1.85,-0.85,20.20,-0.57,1.22,0.57,2.19,-7.51
Raw PDF,,,,,,,,,,,,,
