Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,40.82,19.12,45.77,44.51,67.01,26.61,37.13,55.22,66.86,46.22,23.90,22.36,22.96
  └─ YOY Sales Growth %,,,5%,6%,64%,39%,-19%,24%,-0%,74%,-36%,-60%,-66%
Expenses,38.52,16.41,42.75,39.71,66.04,23.72,33.33,50.11,68.77,43.90,21.65,20.87,23.48
  └─ Material Cost %,87%,80%,85%,85%,94%,83%,83%,87%,94%,90%,84%,86%,93%
  └─ Employee Cost %,2%,3%,2%,2%,1%,3%,3%,2%,1%,2%,4%,4%,4%
Operating Profit,2.30,2.71,3.02,4.80,0.97,2.89,3.80,5.11,-1.91,2.32,2.25,1.49,-0.52
OPM %,5.63%,14.17%,6.60%,10.78%,1.45%,10.86%,10.23%,9.25%,-2.86%,5.02%,9.41%,6.66%,-2.26%
Other Income,3.62,0.00,0.00,0.02,2.59,0.01,0.00,0.65,5.19,0.04,0.00,0.14,0.45
  └─ Other income normal,3.62,0.00,0.00,0.02,2.59,0.01,0.00,0.65,5.19,0.04,0.00,0.14,0.45
Interest,0.34,0.36,0.36,0.37,0.49,0.40,0.40,0.55,0.86,0.48,0.48,0.02,-0.67
Depreciation,0.16,0.11,0.13,0.15,0.23,0.17,0.34,0.20,0.04,0.17,0.17,0.17,0.20
Profit before tax,5.42,2.24,2.53,4.30,2.84,2.33,3.06,5.01,2.38,1.71,1.60,1.44,0.40
Tax %,32.10%,28.12%,28.85%,34.19%,9.51%,25.32%,27.45%,25.35%,27.31%,16.96%,35.00%,1.39%,22.50%
Net Profit,3.68,1.59,1.80,2.83,2.57,1.74,2.21,3.74,1.72,1.43,1.04,1.43,0.31
  └─ Profit excl Excep,4,2,2,3,3,2,2,4,2,1,1,1,0
  └─ Profit for PE,4,2,2,3,3,2,2,4,2,1,1,1,0
  └─ Profit for EPS,4,2,2,3,3,2,2,4,2,1,1,1,0
  └─ YOY Profit Growth %,,,-61%,-27%,-30%,9%,23%,32%,-33%,-18%,-53%,-62%,-82%
EPS in Rs,0.08,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Raw PDF,,,,,,,,,,,,,
