Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,938,894,928,837,870,831,916,1241,1374,1341,1399,1535,1609
  └─ YOY Sales Growth %,19.69%,9.46%,5.55%,-4.26%,-7.19%,-7.11%,-1.25%,48.21%,57.86%,61.38%,52.67%,23.70%,17.11%
Expenses,877,817,858,747,787,758,835,1162,1278,1239,1302,1492,1483
  └─ Material Cost %,58%,56%,57%,57%,57%,57%,58%,65%,66%,65%,66%,67%,67%
  └─ Employee Cost %,14%,16%,15%,14%,13%,15%,14%,12%,11%,12%,12%,12%,11%
Operating Profit,61,78,70,90,83,73,81,78,95,102,97,42,126
OPM %,6%,9%,8%,11%,10%,9%,9%,6%,7%,8%,7%,3%,8%
Other Income,-0,-6,-64,19,14,10,222,13,10,33,21,4,37
  └─ Exceptional items,-11.03,-19.88,-82.17,0.00,-7.02,0.19,213.50,-0.94,-11.80,15.46,-1.61,-0.87,6.82
  └─ Other income normal,10.56,13.63,18.30,18.97,20.73,10.18,8.21,13.87,21.75,17.36,22.63,4.64,29.90
Interest,17,19,17,18,17,17,20,24,24,21,19,19,15
Depreciation,40,35,35,32,35,33,35,47,52,50,52,52,55
Profit before tax,3,18,-46,59,45,33,248,19,29,63,47,-25,92
Tax %,331%,31%,-212%,18%,15%,40%,25%,78%,60%,9%,33%,55%,5%
Net Profit,-8,12,51,48,38,20,185,4,12,57,31,-40,88
  └─ Minority share,-11,1,-10,-9,-7,-6,-8,-1,-2,-7,-8,-11,-13
  └─ Exceptional items AT,25,-14,-72,-0,-6,0,160,-0,2,14,-1,-0,6
  └─ Profit excl Excep,-34,26,124,48,44,19,26,4,10,43,32,-39,81
  └─ Profit for PE,-44,26,98,39,36,13,25,3,8,38,24,-50,69
  └─ Profit for EPS,-19,13,41,39,31,13,178,3,9,51,23,-51,74
  └─ YOY Profit Growth %,-125%,28%,374%,-11%,181%,-51%,-75%,-91%,-78%,194%,-1%,-1592%,787%
EPS in Rs,-13.20,8.94,28.46,27.29,21.99,9.19,124.44,2.27,6.58,35.57,16.45,-35.41,51.94
Raw PDF,,,,,,,,,,,,,
