Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,2371,2301,2386,2422,2538,2462,2573,2653,2638,2866,2980,2787,2858
  └─ YOY Sales Growth %,34.99%,14.71%,4.59%,12.28%,7.04%,6.97%,7.81%,9.55%,3.95%,16.41%,15.80%,5.06%,8.34%
Expenses,1890,1849,1911,1934,2035,2006,2107,2158,2205,2404,2489,2289,2336
  └─ Employee Cost %,50%,53%,52%,52%,48%,54%,54%,53%,59%,56%,54%,58%,59%
Operating Profit,480,453,476,488,503,456,466,495,433,462,491,498,521
OPM %,20%,20%,20%,20%,20%,19%,18%,19%,16%,16%,16%,18%,18%
Other Income,50,48,41,62,56,62,65,34,80,68,66,9,31
  └─ Exceptional items,0,0,0,0,0,0,0,0,31,0,0,-25,-24
  └─ Other income normal,50,48,41,62,56,62,65,34,49,68,66,33,55
Interest,11,12,13,13,13,13,12,16,16,16,16,15,17
Depreciation,57,57,68,72,75,73,78,73,81,81,93,86,86
Profit before tax,462,431,436,466,471,433,441,440,416,432,448,406,449
Tax %,26%,28%,28%,28%,28%,27%,27%,27%,25%,27%,27%,25%,26%
Net Profit,341,312,316,337,341,314,320,320,310,316,329,303,333
  └─ Minority share,-1,-1,-0,-1,-0,-0,-0,3,1,-0,-0,-0,-1
  └─ Exceptional items AT,0,0,0,0,0,0,0,0,31,0,0,-15,-14
  └─ Profit excl Excep,341,312,316,337,341,314,320,320,280,316,329,318,347
  └─ Profit for PE,340,311,315,336,341,314,320,322,280,316,329,317,346
  └─ Profit for EPS,340,311,315,336,341,314,320,322,311,316,329,303,332
  └─ YOY Profit Growth %,30%,13%,5%,13%,0%,1%,1%,-4%,-18%,1%,3%,-2%,23%
EPS in Rs,32.20,29.44,29.84,31.79,32.24,29.63,30.20,30.45,29.38,29.79,31.01,28.55,31.33
Raw PDF,,,,,,,,,,,,,
