Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,111,100,97,94,92,97,88,87,87,83,87,63,81
  └─ YOY Sales Growth %,-11.20%,-20.00%,-21.14%,-21.67%,-17.12%,-3.00%,-9.28%,-7.45%,-5.43%,-14.43%,-1.14%,-27.59%,-6.90%
Expenses,80,91,117,92,94,83,86,118,85,85,141,95,186
  └─ Employee Cost %,9.01%,10.00%,10.31%,9.57%,9.78%,9.28%,9.09%,9.20%,9.20%,10.84%,8.05%,15.87%,9.88%
Operating Profit,31,9,-20,2,-2,14,2,-31,2,-2,-54,-32,-105
OPM %,28%,9%,-21%,2%,-2%,14%,2%,-36%,2%,-2%,-62%,-51%,-130%
Other Income,-1873,-1930,-989,-2017,-2077,-2192,-2249,-2309,-2458,-2518,-2608,-2689,-2957
  └─ Exceptional items,-1885,-1942,-1029,-2025,-2089,-2199,-2255,-2317,-2472,-2526,-2616,-2698,-2967
  └─ Other income normal,12,12,40,8,12,7,6,8,14,8,8,9,10
Interest,11,12,11,14,10,12,11,11,11,11,11,11,11
Depreciation,32,32,34,31,30,30,28,28,31,29,28,29,26
Profit before tax,-1885,-1965,-1054,-2060,-2119,-2220,-2286,-2379,-2498,-2560,-2701,-2761,-3099
Tax %,-0%,0%,1%,0%,0%,0%,0%,0%,0%,0%,0%,0%,-0%
Net Profit,-1882,-1965,-1060,-2060,-2127,-2220,-2286,-2379,-2502,-2560,-2701,-2767,-3097
  └─ Exceptional items AT,-1885,-1942,-1023,-2025,-2089,-2199,-2255,-2317,-2469,-2526,-2616,-2698,-2966
  └─ Profit excl Excep,3,-23,-37,-35,-38,-21,-31,-62,-33,-34,-85,-69,-131
  └─ Profit for PE,3,-23,-37,-35,-38,-21,-31,-62,-33,-34,-85,-69,-131
  └─ Profit for EPS,-1882,-1965,-1060,-2060,-2127,-2220,-2286,-2379,-2502,-2560,-2701,-2767,-3097
  └─ YOY Profit Growth %,105%,67%,44%,10%,-1367%,9%,16%,-77%,14%,-62%,-174%,-11%,-302%
EPS in Rs,-6.81,-7.11,-3.83,-7.45,-7.69,-8.03,-8.27,-8.60,-9.05,-9.26,-9.77,-10.01,-11.20
Raw PDF,,,,,,,,,,,,,
