Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,30.98,11.36,13.57,13.97,2.46,12.38,4.02,18.45,37.49,19.75,15.80,4.26,40.75
  └─ YOY Sales Growth %,159.68%,129.03%,786.93%,-32.67%,-92.06%,8.98%,-70.38%,32.07%,1423.98%,59.53%,293.03%,-76.91%,8.70%
Expenses,24.72,9.60,11.08,11.50,1.45,11.58,2.66,14.51,32.43,17.54,11.08,2.96,36.53
  └─ Material Cost %,17.01%,53.96%,67.28%,14.24%,263.01%,2.67%,46.77%,11.22%,21.50%,0.00%,0.32%,57.98%,20.07%
  └─ Employee Cost %,1.42%,1.67%,1.11%,2.08%,-2.44%,1.21%,4.23%,0.81%,0.51%,0.81%,1.01%,3.76%,0.42%
Operating Profit,6.26,1.76,2.49,2.47,1.01,0.80,1.36,3.94,5.06,2.21,4.72,1.30,4.22
OPM %,20.21%,15.49%,18.35%,17.68%,41.06%,6.46%,33.83%,21.36%,13.50%,11.19%,29.87%,30.52%,10.36%
Other Income,0.00,0.00,0.00,0.00,0.12,0.11,0.08,0.00,0.39,0.00,0.34,0.05,0.27
  └─ Other income normal,0.00,0.00,0.00,0.00,0.12,0.11,0.08,0.00,0.39,0.00,0.34,0.05,0.27
Interest,-5.73,0.18,0.42,0.30,0.10,0.08,0.07,0.07,0.06,0.06,0.05,0.05,0.04
Depreciation,0.48,0.61,0.35,0.35,0.34,0.35,0.35,0.35,0.29,0.31,0.30,0.30,0.30
Profit before tax,11.51,0.97,1.72,1.82,0.69,0.48,1.02,3.52,5.10,1.84,4.71,1.00,4.15
Tax %,22.85%,36.08%,23.84%,25.27%,14.49%,29.17%,26.47%,25.57%,24.51%,28.80%,24.84%,19.00%,26.27%
Net Profit,8.88,0.63,1.32,1.37,0.58,0.35,0.75,2.62,3.85,1.31,3.54,0.80,3.06
  └─ Profit excl Excep,8.88,0.63,1.32,1.37,0.58,0.35,0.75,2.62,3.85,1.31,3.54,0.80,3.06
  └─ Profit for PE,8.88,0.63,1.32,1.37,0.58,0.35,0.75,2.62,3.85,1.31,3.54,0.80,3.06
  └─ Profit for EPS,8.88,0.63,1.32,1.37,0.58,0.35,0.75,2.62,3.85,1.31,3.54,0.80,3.06
  └─ YOY Profit Growth %,346.67%,120.66%,169.47%,-41.70%,-93.47%,-44.44%,-43.18%,91.24%,563.79%,274.29%,372.00%,-69.47%,-20.52%
EPS in Rs,0.35,0.03,0.05,0.05,0.02,0.01,0.03,0.10,0.15,0.05,0.14,0.03,0.12
Raw PDF,,,,,,,,,,,,,
