Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,2054,1360,1133,1741,1870,1386,1160,1476,1554,1248,1157,1380,1669
  └─ YOY Sales Growth %,26.65%,-11.10%,-14.37%,21.65%,-8.94%,1.88%,2.33%,-15.22%,-16.93%,-9.91%,-0.21%,-6.46%,7.41%
Expenses,1829,1338,1189,1630,1701,1358,1159,1500,1268,1275,1211,1307,1295
  └─ Material Cost %,75%,84%,88%,79%,71%,85%,88%,84%,61%,88%,92%,76%,69%
  └─ Employee Cost %,6%,7%,8%,6%,7%,6%,8%,7%,8%,7%,8%,8%,6%
Operating Profit,225,22,-55,111,170,28,1,-24,286,-27,-54,73,373
OPM %,11%,2%,-5%,6%,9%,2%,0%,-2%,18%,-2%,-5%,5%,22%
Other Income,5,3,30,4,4,-6,3,0,11,3,5,3,-3
  └─ Exceptional items,0.00,0.00,0.00,0.00,0.00,-10.88,-0.15,-0.72,2.41,-0.14,-0.02,0.00,-13.85
  └─ Other income normal,5.23,3.23,30.01,4.27,4.50,4.70,3.59,1.14,8.60,3.41,5.13,2.66,11.00
Interest,50,45,42,39,37,29,26,24,24,6,3,7,18
Depreciation,53,55,56,56,55,54,54,54,53,54,54,54,53
Profit before tax,127,-75,-123,20,82,-62,-76,-102,220,-83,-106,15,299
Tax %,-3%,-0%,-0%,-0%,-10%,9%,-0%,-0%,-0%,110%,-0%,-1%,-31%
Net Profit,131,-75,-123,20,91,-67,-76,-102,220,-174,-105,15,391
  └─ Minority share,0,0,-0,0,0,1,0,0,0,0,0,0,0
  └─ Exceptional items AT,0,0,0,0,0,-11,-0,-1,2,-0,-0,0,-14
  └─ Profit excl Excep,131,-75,-123,20,91,-56,-75,-101,218,-174,-105,15,405
  └─ Profit for PE,131,-74,-123,20,91,-56,-75,-101,218,-174,-105,15,405
  └─ Profit for EPS,131,-74,-123,20,91,-66,-75,-102,220,-174,-105,15,391
  └─ YOY Profit Growth %,99%,-66%,24%,135%,-31%,25%,39%,-599%,140%,-212%,-40%,115%,86%
EPS in Rs,1.02,-0.58,-0.96,0.16,0.71,-0.52,-0.59,-0.80,1.72,-1.36,-0.82,0.12,1.65
Raw PDF,,,,,,,,,,,,,
