Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,130,128,158,140,176,171,174,175,192,185,200,208,229
  └─ YOY Sales Growth %,63.66%,102.46%,68.11%,32.67%,35.15%,34.22%,10.54%,24.90%,9.08%,8.12%,14.77%,18.89%,19.28%
Expenses,119,116,142,127,160,155,157,157,171,165,178,186,203
  └─ Material Cost %,78%,77%,77%,77%,79%,77%,77%,75%,75%,73%,74%,76%,75%
  └─ Employee Cost %,3%,3%,3%,3%,3%,3%,3%,3%,3%,4%,4%,3%,3%
Operating Profit,11,11,15,13,16,17,17,19,21,20,22,23,26
OPM %,8%,9%,10%,9%,9%,10%,10%,11%,11%,11%,11%,11%,12%
Other Income,5,3,2,3,3,3,3,3,5,3,4,3,4
  └─ Exceptional items,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.65,0.00
  └─ Other income normal,5.25,3.22,2.17,2.53,2.96,2.77,3.39,3.11,4.69,3.00,3.66,3.39,3.95
Interest,1,1,1,1,1,1,1,1,1,1,1,1,1
Depreciation,3,3,4,4,4,4,4,4,4,5,5,6,6
Profit before tax,13,11,13,11,15,15,16,17,20,17,20,19,24
Tax %,21%,22%,22%,21%,22%,22%,25%,21%,19%,22%,24%,20%,22%
Net Profit,10,8,10,9,12,12,12,13,16,14,15,15,18
  └─ Exceptional items AT,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.51,0.00
  └─ Profit excl Excep,9.96,8.24,10.32,8.54,11.61,11.53,11.94,13.39,16.39,13.60,14.85,15.70,18.45
  └─ Profit for PE,9.96,8.24,10.32,8.54,11.61,11.53,11.94,13.39,16.39,13.60,14.85,15.70,18.45
  └─ Profit for EPS,9.96,8.24,10.32,8.54,11.61,11.53,11.94,13.39,16.39,13.60,14.85,15.19,18.45
  └─ YOY Profit Growth %,64.09%,103.46%,22.71%,50.35%,16.57%,39.93%,15.70%,56.79%,41.17%,17.95%,24.37%,17.25%,12.57%
EPS in Rs,4.18,3.46,4.34,3.59,4.88,4.84,5.02,5.63,6.89,5.72,6.24,6.39,7.76
Raw PDF,,,,,,,,,,,,,
