Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,182,189,215,330,289,348,360,458,569,603,634,663,796
  └─ YOY Sales Growth %,143.56%,54.79%,34.55%,84.21%,58.64%,83.78%,67.24%,38.85%,96.78%,73.25%,76.35%,44.62%,39.76%
Expenses,128,120,144,227,196,216,226,322,408,397,409,427,505
  └─ Material Cost %,59.99%,49.88%,55.39%,54.22%,49.59%,48.42%,47.46%,55.98%,55.94%,54.80%,53.69%,52.98%,49.14%
  └─ Employee Cost %,1.61%,1.62%,1.06%,1.31%,1.63%,3.27%,3.31%,2.78%,2.79%,2.37%,2.39%,2.53%,2.14%
Operating Profit,54,69,71,104,93,132,134,137,161,206,226,236,291
OPM %,30%,37%,33%,31%,32%,38%,37%,30%,28%,34%,36%,36%,37%
Other Income,2,1,1,1,3,0,1,8,8,11,7,16,14
  └─ Exceptional items,-0.49,0.00,0.00,0.00,-0.31,-1.50,-0.96,-0.06,-0.08,-0.35,0.00,2.58,-0.03
  └─ Other income normal,2.01,1.21,0.88,1.21,3.61,1.84,1.73,7.74,8.39,11.18,6.85,13.19,14.40
Interest,13,20,18,23,25,28,23,15,14,38,43,48,53
Depreciation,6,9,10,10,11,14,15,15,16,30,32,33,39
Profit before tax,37,41,44,72,60,91,97,115,139,149,158,170,214
Tax %,14%,19%,21%,29%,28%,27%,28%,26%,25%,25%,26%,26%,27%
Net Profit,32,33,35,51,43,66,70,85,104,111,117,126,155
  └─ Minority share,0,0,0,0,0,0,0,-1,-5,-7,-8,-8,-10
  └─ Exceptional items AT,-0,0,0,0,-0,-1,-1,-0,-0,-0,0,2,-0
  └─ Profit excl Excep,32,33,35,51,43,67,71,85,104,112,117,124,156
  └─ Profit for PE,32,33,35,51,43,67,71,85,99,104,109,116,145
  └─ Profit for EPS,32,33,35,51,43,66,70,84,99,104,109,118,145
  └─ YOY Profit Growth %,224%,50%,64%,47%,34%,102%,103%,67%,129%,55%,54%,37%,46%
EPS in Rs,1.95,2.05,2.14,2.80,2.38,3.66,3.55,4.29,5.04,5.27,5.53,5.97,7.36
Raw PDF,,,,,,,,,,,,,
