Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,80.10,96.65,104.78,82.51,97.82,122.99,117.01,93.81,71.70,97.58,77.99,90.13,76.53
  └─ YOY Sales Growth %,0.38%,2.34%,15.14%,-7.06%,22.12%,27.25%,11.67%,13.70%,-26.70%,-20.66%,-33.35%,-3.92%,6.74%
Expenses,69.62,74.91,92.37,74.46,88.53,93.81,99.88,87.84,79.40,107.80,81.09,80.33,72.77
  └─ Material Cost %,34.71%,30.08%,40.03%,32.08%,40.09%,33.56%,35.59%,30.38%,28.73%,53.70%,30.97%,32.38%,31.03%
  └─ Employee Cost %,22.12%,20.87%,18.95%,24.14%,22.96%,17.56%,20.84%,26.60%,35.50%,25.47%,31.97%,25.16%,27.52%
Operating Profit,10.48,21.74,12.41,8.05,9.29,29.18,17.13,5.97,-7.70,-10.22,-3.10,9.80,3.76
OPM %,13.08%,22.49%,11.84%,9.76%,9.50%,23.73%,14.64%,6.36%,-10.74%,-10.47%,-3.97%,10.87%,4.91%
Other Income,5.32,6.29,6.66,5.94,4.67,6.93,5.56,1.02,1.55,1.18,4.98,5.93,10.60
  └─ Exceptional items,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.87,0.00
  └─ Other income normal,5.32,6.29,6.66,5.94,4.67,6.93,5.56,1.02,1.55,1.18,4.98,6.80,10.60
Interest,2.71,2.49,2.04,2.68,2.16,2.36,2.44,2.79,2.45,2.47,2.76,2.75,2.70
Depreciation,2.80,3.03,3.07,3.10,3.06,2.41,2.45,2.54,2.53,2.55,2.57,2.59,2.60
Profit before tax,10.29,22.51,13.96,8.21,8.74,31.34,17.80,1.66,-11.13,-14.06,-3.45,10.39,9.06
Tax %,18.37%,19.19%,18.91%,10.35%,24.14%,21.25%,19.66%,68.67%,-13.12%,1.14%,4.64%,2.79%,1.88%
Net Profit,8.41,18.19,11.32,7.37,6.64,24.68,14.29,0.52,-9.66,-14.22,-3.62,10.09,8.89
  └─ Exceptional items AT,0,0,0,0,0,0,0,0,0,0,0,-1,0
  └─ Profit excl Excep,8,18,11,7,7,25,14,1,-10,-14,-4,11,9
  └─ Profit for PE,8,18,11,7,7,25,14,1,-10,-14,-4,11,9
  └─ Profit for EPS,8,18,11,7,7,25,14,1,-10,-14,-4,10,9
  └─ YOY Profit Growth %,-15%,5%,-36%,-45%,-21%,36%,26%,-93%,-245%,-158%,-125%,2002%,192%
EPS in Rs,0.91,1.98,1.23,0.80,0.72,2.68,1.55,0.06,-1.05,-1.54,-0.39,1.10,0.97
Raw PDF,,,,,,,,,,,,,
