Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,186,154,172,166,225,177,247,275,308,207,306,393,433
  └─ YOY Sales Growth %,29.85%,17.33%,17.26%,9.24%,20.70%,14.93%,43.15%,65.22%,37.13%,17.30%,24.10%,42.98%,40.28%
Expenses,146,120,148,140,182,147,198,206,224,156,211,243,249
  └─ Material Cost %,56.38%,52.09%,58.95%,57.08%,60.01%,57.93%,56.56%,53.75%,52.67%,46.75%,44.24%,43.03%,38.00%
  └─ Employee Cost %,6.16%,9.20%,9.16%,9.70%,7.57%,10.79%,7.96%,7.88%,7.55%,12.10%,9.59%,7.59%,7.69%
Operating Profit,41,34,25,27,43,30,49,69,85,51,95,151,184
OPM %,22%,22%,14%,16%,19%,17%,20%,25%,28%,25%,31%,38%,42%
Other Income,-0,1,-30,3,1,1,8,2,6,16,10,5,11
  └─ Exceptional items,0.00,0.00,-31.75,0.00,-0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Other income normal,-0.17,1.15,1.50,3.49,1.34,1.04,8.44,1.67,5.78,15.94,9.84,4.70,11.11
Interest,1,1,1,3,2,4,0,1,1,1,1,1,1
Depreciation,3,4,4,4,5,6,7,6,7,8,8,10,10
Profit before tax,37,31,-10,24,37,20,50,63,83,58,96,145,184
Tax %,26%,28%,71%,25%,31%,26%,25%,28%,24%,24%,25%,27%,27%
Net Profit,27,22,-17,18,26,15,38,45,63,44,72,106,134
  └─ Minority share,0,-3,-2,-1,-1,-1,-0,-0,-0,0,0,2,-3
  └─ Exceptional items AT,0,0,-25,0,-0,0,0,0,0,0,0,0,0
  └─ Profit excl Excep,27,22,8,18,26,15,38,45,63,44,72,106,134
  └─ Profit for PE,27,20,6,17,25,14,37,45,62,44,72,108,132
  └─ Profit for EPS,27,20,-19,17,25,14,37,45,62,44,72,108,132
  └─ YOY Profit Growth %,28%,33%,-69%,-25%,-7%,-29%,540%,168%,146%,217%,94%,140%,111%
EPS in Rs,3.73,2.71,-2.55,2.27,3.41,1.71,4.56,5.49,7.63,5.41,8.82,13.19,16.09
Raw PDF,,,,,,,,,,,,,
