Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,22517,22462,23474,25644,27058,28868,27812,27666,29317,30212,30173,31409,34309
  └─ YOY Sales Growth %,30.60%,27.52%,28.26%,26.53%,20.17%,28.52%,18.48%,7.89%,8.35%,4.66%,8.49%,13.53%,17.03%
Expenses,20481,20538,21585,23273,24124,26093,25364,24980,26674,27754,27562,28366,30519
  └─ Material Cost %,56%,57%,57%,55%,53%,54%,54%,53%,54%,53%,55%,53%,54%
  └─ Employee Cost %,22%,24%,23%,24%,25%,25%,25%,26%,25%,26%,25%,25%,24%
Operating Profit,2036,1925,1889,2370,2935,2775,2448,2686,2643,2458,2611,3043,3791
OPM %,9%,9%,8%,9%,11%,10%,9%,10%,9%,8%,9%,10%,11%
Other Income,35,76,-10,117,161,179,443,214,248,68,231,145,36
  └─ Exceptional items,699,0,-249,-1,0,0,0,0,0,-136,-36,-46,-194
  └─ Other income normal,-664,76,239,118,160,179,443,214,248,205,267,192,230
Interest,278,253,488,620,450,444,546,466,426,425,387,341,472
Depreciation,840,839,867,1016,1088,1065,1103,1112,1214,1230,1218,1321,1365
Profit before tax,953,909,523,851,1557,1445,1242,1322,1252,872,1237,1527,1989
Tax %,27%,29%,44%,26%,7%,24%,24%,26%,11%,30%,32%,30%,22%
Net Profit,699,648,294,633,1444,1097,949,984,1115,606,846,1072,1562
  └─ Minority share,-45,-47,-93,-91,-72,-103,-69,-106,-65,-94,-19,-49,-64
  └─ Exceptional items AT,500,0,-109,-1,0,0,0,0,0,-67,-25,-33,-140
  └─ Profit excl Excep,200,648,403,634,1444,1097,949,984,1115,673,870,1105,1702
  └─ Profit for PE,187,601,276,542,1372,994,880,879,1050,569,851,1055,1632
  └─ Profit for EPS,654,601,202,542,1372,994,880,879,1050,512,827,1024,1497
  └─ YOY Profit Growth %,37%,325%,-5%,19%,635%,65%,219%,62%,-23%,-43%,-3%,20%,55%
EPS in Rs,0.64,0.59,0.20,0.53,1.35,0.98,0.83,0.83,1.00,0.48,0.78,0.97,1.42
Raw PDF,,,,,,,,,,,,,
