Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,166.23,169.00,170.23,171.08,176.76,179.13,203.02,220.57,204.35,219.02,233.70,247.42,267.77
  └─ YOY Sales Growth %,6.27%,10.71%,1.92%,-1.77%,6.33%,5.99%,19.26%,28.93%,15.61%,22.27%,15.11%,12.17%,31.03%
Expenses,147.56,151.16,149.71,150.41,152.42,159.99,183.81,195.52,213.65,200.19,212.38,221.26,277.89
  └─ Material Cost %,63%,59%,60%,58%,60%,62%,65%,64%,41%,60%,63%,57%,63%
  └─ Employee Cost %,16%,21%,19%,20%,21%,19%,17%,17%,27%,22%,21%,20%,19%
Operating Profit,18.67,17.84,20.52,20.67,24.34,19.14,19.21,25.05,-9.30,18.83,21.32,26.16,-10.12
OPM %,11.23%,10.56%,12.05%,12.08%,13.77%,10.68%,9.46%,11.36%,-4.55%,8.60%,9.12%,10.57%,-3.78%
Other Income,-46.83,0.15,0.29,0.58,0.14,1.01,3.77,2.29,37.53,2.69,6.96,3.38,6.08
  └─ Exceptional items,-46.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.30,0.00
  └─ Other income normal,0.02,0.15,0.29,0.58,0.14,1.01,3.77,2.29,37.53,2.69,6.96,4.68,6.08
Interest,1.02,1.41,1.10,1.03,1.67,1.38,2.54,2.42,1.95,2.30,2.91,3.12,3.45
Depreciation,4.40,4.08,4.15,4.12,4.00,4.65,4.84,4.85,15.30,5.06,4.81,4.98,5.08
Profit before tax,-33.58,12.50,15.56,16.10,18.81,14.12,15.60,20.07,10.98,14.16,20.56,21.44,-12.57
Tax %,11.23%,31.36%,26.35%,27.39%,24.99%,26.27%,25.64%,11.76%,167.94%,-1.98%,25.00%,35.12%,-73.03%
Net Profit,-37.35,8.59,11.46,11.70,14.11,10.41,11.60,17.71,-7.61,14.44,15.42,13.91,-3.39
  └─ Profit from Associates,-0,0,-0,0,-0,-0,-0,-0,-0,-0,-0,-0,-0
  └─ Minority share,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
  └─ Exceptional items AT,-47,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-1,-0
  └─ Profit excl Excep,10,9,11,12,14,10,12,18,-8,14,15,14,-3
  └─ Profit for PE,10,9,11,12,14,10,12,18,-8,14,15,14,-3
  └─ Profit for EPS,-37,9,11,12,14,10,12,18,-8,14,15,14,-3
  └─ YOY Profit Growth %,-44%,20%,-36%,-39%,49%,21%,1%,51%,-154%,39%,33%,-18%,55%
EPS in Rs,-6.81,1.56,2.08,2.12,2.55,1.88,2.08,3.15,-1.35,2.56,2.73,2.46,-0.60
Raw PDF,,,,,,,,,,,,,
