Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,691,608,601,566,764,634,696,666,1349,2507,2387,2103,2790
  └─ YOY Sales Growth %,10%,10%,14%,7%,11%,4%,16%,18%,77%,296%,243%,216%,107%
Expenses,606,538,535,504,645,553,602,587,1222,2314,2255,2065,2562
  └─ Material Cost %,58%,55%,55%,55%,57%,54%,53%,56%,51%,49%,50%,51%,53%
  └─ Employee Cost %,7%,8%,9%,9%,7%,9%,8%,8%,14%,17%,17%,19%,15%
Operating Profit,85,70,66,62,119,81,94,79,127,192,132,38,227
OPM %,12%,11%,11%,11%,16%,13%,14%,12%,9%,8%,6%,2%,8%
Other Income,2,319,6,4,3,4,-6,-26,-38,33,38,-24,32
  └─ Exceptional items,0.00,315.10,0.00,0.00,0.00,0.00,-11.16,-30.83,-61.64,0.00,0.00,-45.40,15.70
  └─ Other income normal,1.54,4.14,5.69,4.28,2.99,3.50,4.97,4.49,23.31,32.90,38.10,21.70,15.80
Interest,15,10,10,9,8,7,9,11,21,44,44,36,41
Depreciation,31,35,35,35,36,36,37,37,57,99,97,101,50
Profit before tax,41,344,26,22,78,41,43,5,11,82,30,-123,168
Tax %,20%,22%,32%,34%,26%,28%,30%,89%,97%,33%,35%,-6%,51%
Net Profit,33,267,18,15,58,29,30,1,0,55,19,-116,82
  └─ Minority share,0,0,0,0,0,0,0,0,-4,-8,-8,1,-4
  └─ Exceptional items AT,0,244,0,0,0,0,-5,-20,-28,0,0,-37,8
  └─ Profit excl Excep,33,23,18,15,58,29,35,20,28,55,19,-79,75
  └─ Profit for PE,33,23,18,15,58,29,35,20,24,47,12,-79,71
  └─ Profit for EPS,33,267,18,15,58,29,30,1,-4,47,12,-115,79
  └─ YOY Profit Growth %,-27%,219%,293%,2416%,78%,30%,95%,39%,-59%,60%,-66%,-489%,203%
EPS in Rs,4.70,38.56,2.58,2.11,8.38,4.25,4.32,0.07,-0.52,6.01,1.49,-14.67,10.01
Raw PDF,,,,,,,,,,,,,
