Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,221,201,232,203,223,218,229,229,222,189,241,243,269
  └─ YOY Sales Growth %,3.49%,-0.28%,7.00%,-8.95%,0.91%,8.57%,-1.14%,13.18%,-0.60%,-13.48%,5.35%,5.82%,21.32%
Expenses,199,189,194,184,202,202,202,218,203,166,200,215,239
  └─ Material Cost %,59%,61%,61%,58%,57%,59%,59%,59%,55%,49%,52%,52%,52%
  └─ Employee Cost %,11%,13%,11%,13%,12%,14%,14%,13%,13%,17%,14%,13%,12%
Operating Profit,22,12,38,19,21,16,27,11,19,23,42,27,30
OPM %,10%,6%,16%,9%,10%,7%,12%,5%,9%,12%,17%,11%,11%
Other Income,2,25,2,6,3,4,3,5,5,3,4,5,6
  └─ Exceptional items,0.02,23.59,0.02,3.44,0.33,0.14,-0.39,0.25,0.74,-0.22,-0.04,0.54,0.56
  └─ Other income normal,2.29,1.90,1.98,3.01,3.11,3.98,3.81,4.81,4.31,3.57,4.48,3.97,5.21
Interest,14,16,17,21,21,22,23,23,23,24,23,23,22
Depreciation,14,14,16,19,19,19,19,19,19,19,19,19,19
Profit before tax,-3,8,7,-15,-14,-21,-11,-26,-18,-16,4,-11,-5
Tax %,-192%,-41%,52%,-26%,-11%,-25%,-6%,-25%,-24%,-25%,76%,-25%,-27%
Net Profit,29,24,10,3,8,-7,-6,34,-5,8,17,60,30
  └─ Profit from Associates,26,13,6,13,21,8,5,54,9,20,16,67,33
  └─ Exceptional items AT,0,23,0,3,0,0,-0,0,1,-0,-0,1,1
  └─ Profit excl Excep,29,1,10,-1,8,-7,-5,34,-5,8,17,59,29
  └─ Profit for PE,29,1,10,-1,8,-7,-5,34,-5,8,17,59,29
  └─ Profit for EPS,29,24,10,3,8,-7,-6,34,-5,8,17,60,30
  └─ YOY Profit Growth %,71%,-97%,18%,-109%,-72%,-771%,-154%,4701%,-168%,218%,422%,73%,640%
EPS in Rs,31.17,25.78,10.60,2.74,8.99,-7.49,-6.18,37.20,-5.03,8.81,18.55,64.56,32.11
Raw PDF,,,,,,,,,,,,,
