Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,3629,3877,3774,3866,4164,4106,3689,3476,3853,3909,4032,4343,4528
  └─ YOY Sales Growth %,1.57%,35.97%,22.68%,15.30%,14.75%,5.90%,-2.27%,-10.11%,-7.48%,-4.81%,9.31%,24.96%,17.53%
Expenses,3191,3282,3153,3169,3521,3365,3042,2853,3174,3239,3308,3597,3751
  └─ Material Cost %,48.26%,48.44%,46.74%,46.05%,46.99%,44.73%,42.41%,42.29%,44.73%,43.39%,43.84%,45.46%,47.52%
  └─ Employee Cost %,11.58%,12.19%,12.26%,11.63%,11.40%,12.15%,12.67%,12.55%,12.14%,13.14%,12.91%,12.31%,11.81%
Operating Profit,438,595,621,698,643,741,647,623,679,670,724,746,777
OPM %,12%,15%,16%,18%,15%,18%,18%,18%,18%,17%,18%,17%,17%
Other Income,17,67,51,58,45,-99,62,38,57,50,54,-13,-46
  └─ Exceptional items,-41,0,-2,0,-10,-152,0,0,-5,0,0,-56,-99
  └─ Other income normal,58,67,53,58,55,52,62,38,62,50,54,42,53
Interest,97,114,124,137,116,124,110,96,88,82,80,77,84
Depreciation,181,206,211,224,207,218,213,218,224,226,241,249,255
Profit before tax,177,341,337,395,366,300,385,347,424,411,457,407,392
Tax %,28%,37%,36%,36%,38%,42%,37%,39%,33%,31%,34%,33%,40%
Net Profit,128,214,215,254,227,175,243,213,283,284,299,273,233
  └─ Minority share,8,10,12,10,9,28,0,-0,-1,-0,-0,-9,-1
  └─ Exceptional items AT,-18,0,-1,0,-6,-88,0,0,-3,0,0,-36,-59
  └─ Profit excl Excep,146,214,216,254,233,262,243,213,286,284,299,309,292
  └─ Profit for PE,154,223,228,265,242,291,244,213,285,284,299,299,291
  └─ Profit for EPS,136,223,227,265,236,203,244,213,282,284,299,264,233
  └─ YOY Profit Growth %,-37%,34%,55%,221%,57%,30%,7%,-20%,18%,-2%,23%,41%,2%
EPS in Rs,2.91,4.80,4.88,5.68,5.07,4.36,5.23,4.45,5.90,5.93,6.26,5.53,4.86
Raw PDF,,,,,,,,,,,,,
