Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,105932,102236,105129,110577,119033,107102,83656,94472,98377,87677,72349,70108,105447
└─ YOY Sales Growth %,35.05%,42.12%,32.05%,24.96%,12.37%,4.76%,-20.43%,-14.56%,-17.35%,-18.14%,-13.52%,-25.79%,7.19%
Expenses,92818,89019,91362,95159,102348,91854,73742,84070,83990,79515,73753,69229,94188
└─ Material Cost %,64%,62%,64%,62%,62%,62%,61%,60%,61%,64%,66%,63%,63%
└─ Employee Cost %,9%,10%,10%,10%,9%,11%,12%,11%,11%,13%,15%,16%,11%
Operating Profit,13114,13217,13767,15418,16685,15248,9914,10402,14387,8162,-1404,879,11259
OPM %,12%,13%,13%,14%,14%,14%,12%,11%,15%,9%,-2%,1%,11%
Other Income,1453,895,1557,1604,1412,6553,1920,2730,2361,2690,81507,39,1877
└─ Exceptional items,-215,-677,-122,-88,-233,4914,496,1321,1005,1359,80008,-1597,110
└─ Other income normal,1668,1572,1679,1692,1645,1639,1424,1409,1356,1331,1499,1636,1767
Interest,2642,2615,2652,2485,1645,1471,1094,843,828,692,686,682,767
Depreciation,7050,6633,6637,6850,7143,6565,5467,4863,4717,4851,4871,4969,5092
Profit before tax,4875,4864,6035,7687,9309,13765,5273,7426,11203,5309,74546,-4733,7277
Tax %,-13%,32%,36%,7%,-88%,23%,33%,26%,24%,25%,-2%,-26%,19%
Net Profit,5496,3301,3832,7145,17528,10587,3521,5484,8556,4003,76248,-3483,5878
└─ Minority share,-88,-98,-68,-120,-121,-73,-75,-78,-86,-79,-78,-3,-95
└─ Exceptional items AT,-166,-459,-77,-75,-221,4899,485,1321,922,1342,79664,-1412,89
└─ Profit excl Excep,5662,3760,3909,7220,17749,5688,3036,4163,7634,2661,-3416,-2071,5789
└─ Profit for PE,5571,3649,3840,7099,17626,5649,2972,4104,7557,2609,-3412,-2074,5696
└─ Profit for EPS,5408,3203,3764,7025,17407,10514,3446,5406,8470,3924,76170,-3486,5783
└─ YOY Profit Growth %,548%,162%,448%,140%,216%,55%,-23%,-42%,-57%,-54%,-215%,-151%,-25%
EPS in Rs,16.28,9.64,11.33,21.14,52.37,31.63,9.36,14.69,23.01,10.66,206.85,-9.47,15.70
Raw PDF,,,,,,,,,,,,,
