Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,1374,1348,1487,1657,1929,2144,2163,2010,2087,2114,2164,1846,2066
  └─ YOY Sales Growth %,12.72%,-4.37%,-8.67%,21.52%,40.40%,59.07%,45.50%,21.32%,8.23%,-1.38%,0.02%,-8.18%,-1.03%
Expenses,1190,1137,1249,1378,1619,1785,1800,1693,1790,1795,1897,1631,1823
  └─ Material Cost %,75%,69%,71%,70%,68%,68%,69%,69%,71%,69%,71%,70%,70%
  └─ Employee Cost %,3%,4%,4%,4%,4%,5%,5%,5%,5%,5%,6%,6%,5%
Operating Profit,184,211,238,279,310,358,364,317,298,319,266,215,243
OPM %,13%,16%,16%,17%,16%,17%,17%,16%,14%,15%,12%,12%,12%
Other Income,17,4,3,7,23,11,6,11,20,6,12,-5,0
  └─ Exceptional items,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.52,0.00,0.00,0.00,-20.85,-4.19
  └─ Other income normal,16.62,3.98,2.68,7.17,23.20,10.88,5.65,11.09,19.77,5.80,12.05,16.08,4.66
Interest,19,19,21,32,108,121,119,118,103,112,107,106,97
Depreciation,34,41,48,53,75,84,86,87,88,92,93,94,94
Profit before tax,148,154,172,201,149,164,164,124,126,120,78,10,52
Tax %,31%,29%,28%,26%,26%,28%,25%,25%,21%,22%,21%,80%,23%
Net Profit,102,109,123,148,111,118,123,93,100,94,62,2,40
  └─ Minority share,-0,-0,-0,-0,0,0,-0,-0,-0,-0,-0,0,0
  └─ Exceptional items AT,0,0,0,0,0,0,0,-0,0,0,0,-3,-3
  └─ Profit excl Excep,102,109,123,148,111,118,123,94,100,94,62,5,43
  └─ Profit for PE,102,109,123,148,111,118,123,93,100,94,62,5,43
  └─ Profit for EPS,102,109,123,148,111,118,123,93,100,94,62,2,40
  └─ YOY Profit Growth %,16%,-14%,5%,52%,9%,8%,1%,-37%,-10%,-20%,-50%,-95%,-57%
EPS in Rs,2.71,2.89,3.25,3.92,2.95,3.13,3.27,2.47,2.65,2.49,1.63,0.05,1.02
Raw PDF,,,,,,,,,,,,,
