Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,8434,8851,9533,9788,9617,10211,10483,10260,9970,9728,12218,12487,12978
  └─ YOY Sales Growth %,12.51%,4.78%,4.09%,20.56%,14.02%,15.36%,9.96%,4.82%,3.67%,-4.73%,16.56%,21.71%,30.18%
Expenses,7345,7734,8174,8403,8298,8804,9033,8844,8529,8315,10452,10735,11109
  └─ Material Cost %,68%,69%,68%,67%,66%,67%,66%,65%,65%,66%,66%,67%,68%
  └─ Employee Cost %,7%,7%,6%,6%,7%,6%,6%,7%,7%,7%,6%,6%,5%
Operating Profit,1089,1117,1360,1385,1319,1407,1450,1416,1441,1413,1766,1752,1870
OPM %,13%,13%,14%,14%,14%,14%,14%,14%,14%,15%,14%,14%,14%
Other Income,238,66,213,288,177,225,239,306,345,939,240,179,210
  └─ Exceptional items,0,-160,0,0,0,0,0,0,0,0,0,-119,0
  └─ Other income normal,238,226,213,288,177,225,239,306,345,939,240,298,210
Interest,19,21,25,23,8,19,18,17,17,21,19,20,19
Depreciation,180,180,187,194,197,205,206,209,204,206,210,219,220
Profit before tax,1128,982,1360,1456,1292,1408,1464,1497,1565,2126,1777,1692,1841
Tax %,28%,29%,26%,25%,27%,27%,27%,26%,25%,20%,26%,25%,20%
Net Profit,811,701,1007,1091,943,1032,1066,1108,1169,1706,1321,1275,1474
  └─ Minority share,-6,10,-1,2,-8,14,-3,-1,-7,-0,-12,-8,-14
  └─ Exceptional items AT,0,-114,0,0,0,0,0,0,0,0,0,-90,0
  └─ Profit excl Excep,811,815,1007,1091,943,1032,1066,1108,1169,1706,1321,1365,1474
  └─ Profit for PE,805,824,1006,1093,935,1046,1064,1108,1161,1705,1309,1357,1460
  └─ Profit for EPS,805,710,1006,1093,935,1046,1064,1108,1161,1705,1309,1268,1460
  └─ YOY Profit Growth %,32%,40%,46%,51%,16%,27%,6%,1%,24%,63%,23%,22%,26%
EPS in Rs,40.29,35.53,50.35,54.70,46.77,52.31,53.19,55.38,58.06,85.26,65.42,63.35,72.97
Raw PDF,,,,,,,,,,,,,
