Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Revenue,159.74,174.99,176.11,165.12,167.38,158.27,142.82,135.01,139.33,122.64,131.79,147.02,125.15
  └─ YOY Sales Growth %,4.70%,10.15%,4.04%,2.06%,4.78%,-9.55%,-18.90%,-18.24%,-16.76%,-22.51%,-7.72%,8.90%,-10.18%
Interest,22.04,25.74,26.24,25.30,24.77,25.62,16.55,18.65,27.62,19.82,19.75,22.24,21.72
Expenses,155.99,146.23,146.90,133.99,139.98,132.94,120.97,110.34,108.69,100.82,158.78,124.16,102.21
  └─ Material Cost %,0.35%,0.26%,0.20%,0.15%,0.10%,0.08%,0.06%,0.19%,0.14%,0.18%,0.09%,0.03%,0.02%
  └─ Employee Cost %,30.31%,23.87%,23.54%,23.87%,20.67%,24.26%,22.66%,22.51%,24.42%,25.74%,23.95%,22.54%,30.36%
Financing Profit,-18.29,3.02,2.97,5.83,2.63,-0.29,5.30,6.02,3.02,2.00,-46.74,0.62,1.22
Financing Margin %,-11.45%,1.73%,1.69%,3.53%,1.57%,-0.18%,3.71%,4.46%,2.17%,1.63%,-35.47%,0.42%,0.97%
Other Income,1.69,11.47,2.47,0.66,2.42,0.70,4.23,1.03,2.00,0.48,105.92,1.06,2.73
  └─ Exceptional items,0.00,10.31,0.00,0.00,0.00,0.00,2.57,0.64,0.00,0.12,105.18,0.00,0.00
  └─ Other income normal,1.69,1.16,2.47,0.66,2.42,0.70,1.66,0.39,2.00,0.36,0.74,1.06,2.73
Depreciation,6.15,7.31,7.96,7.64,7.26,7.92,7.77,8.03,7.94,8.11,8.12,7.66,7.47
Profit before tax,-22.75,7.18,-2.52,-1.15,-2.21,-7.51,1.76,-0.98,-2.92,-5.63,51.06,-5.98,-3.52
Tax %,5.23%,32.45%,102.78%,105.22%,71.95%,-15.45%,65.91%,94.90%,-11.99%,0.18%,12.50%,-13.04%,-15.62%
Net Profit,-23.94,4.85,-5.11,-2.37,-3.80,-6.35,0.60,-1.91,-2.56,-5.64,44.69,-5.19,-2.98
  └─ Minority share,12,6,5,3,5,5,2,3,2,3,0,2,3
  └─ Exceptional items AT,0,8,0,0,0,0,3,1,0,0,99,0,0
  └─ Profit excl Excep,-24,-3,-5,-2,-4,-6,-2,-3,-3,-6,-54,-5,-3
  └─ Profit for PE,-12,2,0,0,1,-2,0,0,-1,-3,-54,-3,-0
  └─ Profit for EPS,-12,10,0,0,1,-2,3,1,-1,-3,45,-3,-0
  └─ YOY Profit Growth %,-606%,120%,101%,103%,107%,-165%,390%,-83%,-172%,-81%,-11118%,-5940%,73%
EPS in Rs,-0.30,0.27,0.00,0.01,0.02,-0.04,0.08,0.02,-0.02,-0.07,1.15,-0.07,-0.00
Gross NPA %,,,,,,,,,,,,,
Net NPA %,,,,,,,,,,,,,
Raw PDF,,,,,,,,,,,,,
