Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,134.99,62.94,29.72,9.30,9.48,8.21,4.31,9.35,11.82,75.89,6.87,38.38,208.70
  └─ YOY Sales Growth %,1080%,-7%,-29%,-90%,-93%,-87%,-86%,1%,25%,824%,59%,310%,1666%
Expenses,96.99,21.83,39.11,3.76,13.58,22.82,28.71,20.53,95.47,196.20,42.51,56.59,298.97
  └─ Material Cost %,53.48%,16.19%,74.46%,-287.96%,-173.21%,75.27%,64.73%,31.23%,273.52%,1.36%,86.03%,19.12%,4.32%
  └─ Employee Cost %,2.97%,4.56%,8.28%,38.71%,42.30%,34.59%,73.55%,64.17%,30.46%,7.13%,101.75%,19.78%,4.89%
Operating Profit,38.00,41.11,-9.39,5.54,-4.10,-14.61,-24.40,-11.18,-83.65,-120.31,-35.64,-18.21,-90.27
OPM %,28.15%,65.32%,-31.59%,59.57%,-43.25%,-177.95%,-566.13%,-119.57%,-707.70%,-158.53%,-518.78%,-47.45%,-43.25%
Other Income,0.55,1.63,4.96,2.49,0.88,1.41,0.71,1.87,2.08,219.47,27.23,3.92,91.32
  └─ Other income normal,1,2,5,2,1,1,1,2,2,219,27,4,91
Interest,28.69,34.06,11.80,34.89,41.89,12.79,49.44,19.38,24.83,15.28,11.23,10.89,15.21
Depreciation,1.50,1.19,1.88,1.51,1.91,1.62,2.61,2.44,2.32,2.41,2.40,2.39,2.90
Profit before tax,8.36,7.49,-18.11,-28.37,-47.02,-27.61,-75.74,-31.13,-108.72,81.47,-22.04,-27.57,-17.06
Tax %,81.58%,5.07%,-105.96%,18.05%,10.04%,11.16%,-11.06%,-7.84%,-3.83%,33.45%,-28.45%,-23.72%,-109.44%
Net Profit,1.53,7.11,1.07,-33.49,-51.73,-30.67,-67.36,-28.69,-104.56,54.21,-15.77,-21.03,1.61
  └─ Minority share,0,0,0,0,-0,0,0,0,0,0,0,0,0
  └─ Profit excl Excep,2,7,1,-33,-52,-31,-67,-29,-105,54,-16,-21,2
  └─ Profit for PE,2,7,1,-33,-52,-31,-67,-29,-105,54,-16,-21,2
  └─ Profit for EPS,2,7,1,-33,-52,-31,-67,-29,-105,54,-16,-21,2
  └─ YOY Profit Growth %,101%,-24%,-87%,-2656%,-3460%,-531%,-6336%,14%,-102%,277%,77%,27%,102%
EPS in Rs,0.05,0.24,0.04,-1.13,-1.75,-1.04,-2.28,-0.97,-3.54,1.84,-0.53,-0.71,0.05
Raw PDF,,,,,,,,,,,,,
