Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,18.11,14.28,19.18,17.67,23.00,19.43,29.15,25.39,22.50,22.23,33.90,50.35,35.43
  └─ YOY Sales Growth %,-2%,22%,11%,20%,27%,36%,52%,44%,-2%,14%,16%,98%,57%
Expenses,10.65,7.84,11.39,8.80,13.12,8.48,12.98,10.32,14.58,10.40,19.17,28.63,26.94
  └─ Material Cost %,27.17%,27.59%,35.14%,28.18%,26.87%,23.98%,26.21%,22.37%,34.04%,25.01%,27.29%,26.77%,21.34%
  └─ Employee Cost %,8.45%,10.08%,9.75%,8.94%,7.00%,8.34%,7.14%,6.73%,8.49%,7.96%,13.66%,16.31%,26.42%
Operating Profit,7.46,6.44,7.79,8.87,9.88,10.95,16.17,15.07,7.92,11.83,14.73,21.72,8.49
OPM %,41.19%,45.10%,40.62%,50.20%,42.96%,56.36%,55.47%,59.35%,35.20%,53.22%,43.45%,43.14%,23.96%
Other Income,1.15,2.96,2.75,2.63,4.19,3.69,3.44,3.01,4.94,4.32,5.51,5.59,10.15
  └─ Other income normal,1.15,2.96,2.75,2.63,4.19,3.69,3.44,3.01,4.94,4.32,5.51,5.59,10.15
Interest,0.04,0.02,0.04,0.03,0.04,0.01,0.03,0.02,0.04,0.01,0.04,0.09,0.10
Depreciation,0.21,0.19,0.24,0.32,0.30,0.27,0.27,0.27,0.28,0.28,0.58,0.38,3.89
Profit before tax,8.36,9.19,10.26,11.15,13.73,14.36,19.31,17.79,12.54,15.86,19.62,26.84,14.65
Tax %,37.80%,21.55%,26.02%,23.68%,35.98%,21.31%,22.99%,24.17%,35.89%,20.30%,23.34%,16.39%,33.11%
Net Profit,5.19,7.21,7.58,8.51,8.79,11.30,14.87,13.49,8.04,12.65,15.04,22.44,9.81
  └─ Minority share,0.61,0.08,0.27,0.21,0.08,-0.17,-0.22,-0.09,0.36,-0.06,-0.33,-0.71,-0.25
  └─ Profit excl Excep,5.19,7.21,7.58,8.51,8.79,11.30,14.87,13.49,8.04,12.65,15.04,22.44,9.81
  └─ Profit for PE,5.80,7.29,7.85,8.72,8.87,11.13,14.65,13.40,8.40,12.59,14.71,21.73,9.56
  └─ Profit for EPS,5.80,7.29,7.85,8.72,8.87,11.13,14.65,13.40,8.40,12.59,14.71,21.73,9.56
  └─ YOY Profit Growth %,39.76%,80.00%,-6.66%,29.57%,52.93%,52.67%,86.62%,53.67%,-5.30%,13.12%,0.41%,62.16%,13.81%
EPS in Rs,7.72,9.71,10.46,10.16,10.33,12.97,17.07,15.61,9.79,14.67,17.14,25.32,11.14
Raw PDF,,,,,,,,,,,,,
