Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,297,311,335,341,366,387,424,445,429,447,461,478,458
  └─ YOY Sales Growth %,-8.21%,2.19%,7.68%,8.73%,23.10%,24.25%,26.63%,30.35%,17.31%,15.72%,8.75%,7.41%,6.85%
Expenses,139,141,143,147,161,166,174,171,185,181,179,188,192
  └─ Employee Cost %,22.38%,24.86%,23.83%,23.25%,23.03%,23.07%,21.08%,19.71%,23.05%,20.70%,20.61%,21.95%,22.79%
Operating Profit,158,170,192,194,205,220,250,274,244,266,283,290,266
OPM %,53%,55%,57%,57%,56%,57%,59%,62%,57%,59%,61%,61%,58%
Other Income,32,78,56,80,74,95,96,38,72,118,45,82,-33
  └─ Exceptional items,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2.82,0.00
  └─ Other income normal,32.20,77.75,55.70,79.50,74.45,94.81,95.84,38.43,71.96,117.88,45.15,84.32,-32.86
Interest,1,1,2,1,2,1,1,2,1,1,1,1,1
Depreciation,8,7,9,9,10,9,10,11,10,10,11,12,13
Profit before tax,181,240,237,264,268,305,335,300,305,372,316,358,219
Tax %,25%,23%,25%,21%,22%,23%,28%,25%,25%,26%,24%,25%,15%
Net Profit,136,185,178,209,208,236,242,224,228,277,241,270,187
  └─ Exceptional items AT,0,0,0,0,0,0,0,0,0,0,0,-2,0
  └─ Profit excl Excep,136,185,178,209,208,236,242,224,228,277,241,272,187
  └─ Profit for PE,136,185,178,209,208,236,242,224,228,277,241,272,187
  └─ Profit for EPS,136,185,178,209,208,236,242,224,228,277,241,270,187
  └─ YOY Profit Growth %,-14%,79%,-7%,26%,54%,28%,36%,7%,9%,18%,-0%,21%,-18%
EPS in Rs,4.71,6.41,6.18,7.27,7.23,8.18,8.41,7.78,7.91,9.60,8.36,9.33,6.48
Raw PDF,,,,,,,,,,,,,
