Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,381,427,397,416,446,554,370,511,297,165,124,119,115
  └─ YOY Sales Growth %,-48%,74%,64%,35%,17%,30%,-7%,23%,-33%,-70%,-66%,-77%,-61%
Expenses,352,350,377,350,471,414,462,454,627,152,126,116,110
  └─ Material Cost %,83%,64%,74%,62%,47%,55%,93%,51%,45%,79%,82%,76%,71%
  └─ Employee Cost %,3%,3%,8%,8%,7%,4%,3%,4%,5%,5%,7%,7%,12%
Operating Profit,29,77,19,66,-26,140,-93,57,-329,13,-2,3,5
OPM %,8%,18%,5%,16%,-6%,25%,-25%,11%,-111%,8%,-2%,2%,4%
Other Income,112,17,79,58,-4,7,266,9,285,22,30,27,31
  └─ Other income normal,112.08,17.25,78.92,57.64,-3.64,6.87,266.08,8.72,285.11,22.46,29.94,26.72,31.23
Interest,81,44,42,14,43,32,37,38,14,10,12,11,17
Depreciation,15,6,1,14,47,14,8,28,4,3,3,3,3
Profit before tax,45,45,56,96,-120,102,128,-1,-63,23,12,15,16
Tax %,30%,34%,10%,3%,-15%,30%,9%,800%,-6%,17%,12%,9%,13%
Net Profit,31,29,50,93,-102,72,117,-7,-59,19,11,14,14
  └─ Profit excl Excep,31,29,50,93,-102,72,117,-7,-59,19,11,14,14
  └─ Profit for PE,31,29,50,93,-102,72,117,-7,-59,19,11,14,14
  └─ Profit for EPS,31,29,50,93,-102,72,117,-7,-59,19,11,14,14
  └─ YOY Profit Growth %,132%,438%,263%,1088%,-425%,144%,132%,-108%,42%,-74%,-91%,286%,124%
EPS in Rs,0.20,0.19,0.33,0.60,-0.66,0.46,0.76,-0.05,-0.38,0.12,0.07,0.09,0.09
Raw PDF,,,,,,,,,,,,,
