Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,60,56,98,172,93,102,166,177,211,220,255,270,293
  └─ YOY Sales Growth %,,14005.00%,569.59%,553.80%,54.51%,80.88%,70.25%,3.00%,126.41%,115.21%,52.96%,52.10%,38.80%
Expenses,25,27,58,111,41,56,87,85,102,117,144,158,149
  └─ Material Cost %,0.00%,0.00%,0.00%,49.72%,-2.98%,0.00%,0.00%,0.00%,-0.85%,1.36%,-10.84%,-1.60%,21.15%
  └─ Employee Cost %,4.53%,3.93%,3.58%,2.17%,4.91%,4.49%,3.56%,4.50%,6.07%,4.97%,4.97%,4.76%,8.17%
Operating Profit,35,29,40,61,52,46,79,93,109,102,111,112,144
OPM %,58%,52%,41%,35%,56%,45%,48%,52%,52%,47%,44%,41%,49%
Other Income,0,1,1,2,6,3,5,4,5,4,2,7,4
  └─ Other income normal,0.43,0.62,1.17,1.60,5.92,3.23,4.64,4.27,5.38,3.64,2.26,6.90,4.35
Interest,6,10,7,11,7,5,7,18,15,12,6,10,28
Depreciation,16,17,20,20,19,23,21,26,30,28,31,26,35
Profit before tax,14,3,15,31,32,21,56,52,71,66,76,82,85
Tax %,32%,-7%,24%,33%,13%,26%,34%,23%,32%,29%,25%,24%,19%
Net Profit,9,3,11,21,28,16,37,40,48,47,57,62,69
  └─ Minority share,-0,2,-3,-5,0,-1,-8,4,-4,-12,-1,1,1
  └─ Profit excl Excep,9,3,11,21,28,16,37,40,48,47,57,62,69
  └─ Profit for PE,9,5,8,17,28,15,29,44,44,34,56,63,69
  └─ Profit for EPS,9,5,8,17,28,15,29,44,44,34,56,63,69
  └─ YOY Profit Growth %,44300%,1904%,622%,406%,216%,190%,249%,167%,57%,127%,92%,43%,58%
EPS in Rs,1.19,0.63,0.97,1.86,2.61,1.41,2.70,4.12,4.09,3.21,5.17,4.28,4.69
Raw PDF,,,,,,,,,,,,,
