Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,882,1021,1028,1105,1054,1145,1187,1146,1170,1303,1354,1375,1422
  └─ YOY Sales Growth %,1.33%,7.37%,9.63%,13.73%,19.53%,12.13%,15.38%,3.71%,11.04%,13.78%,14.08%,19.95%,21.47%
Expenses,732,750,738,791,776,815,875,825,873,951,1026,993,1088
  └─ Material Cost %,27.32%,24.67%,24.90%,26.62%,25.08%,23.39%,22.05%,22.49%,24.22%,21.18%,23.40%,20.82%,21.44%
  └─ Employee Cost %,25.36%,20.88%,21.61%,20.93%,22.15%,24.79%,21.99%,23.14%,23.90%,23.25%,23.42%,24.04%,23.97%
Operating Profit,149,271,291,314,278,330,311,321,297,351,328,382,333
OPM %,17%,27%,28%,28%,26%,29%,26%,28%,25%,27%,24%,28%,23%
Other Income,37,32,21,14,36,26,19,30,18,26,59,25,61
  └─ Other income normal,37,32,21,14,36,26,19,30,18,26,59,25,61
Interest,1,1,2,2,2,1,6,8,6,5,3,5,2
Depreciation,33,33,34,34,34,34,34,36,40,41,43,44,45
Profit before tax,152,269,276,291,278,322,290,307,269,331,341,359,347
Tax %,20%,23%,29%,28%,27%,24%,25%,24%,16%,23%,24%,24%,23%
Net Profit,122,208,195,210,203,246,216,233,225,255,260,274,267
  └─ Profit excl Excep,122,208,195,210,203,246,216,233,225,255,260,274,267
  └─ Profit for PE,122,208,195,210,203,246,216,233,225,255,260,274,267
  └─ Profit for EPS,122,208,195,210,203,246,216,233,225,255,260,274,267
  └─ YOY Profit Growth %,-19%,19%,25%,56%,66%,18%,11%,11%,11%,4%,20%,18%,18%
EPS in Rs,9.54,16.24,15.24,16.39,15.82,19.68,17.33,18.64,18.03,20.44,20.83,21.91,21.35
Raw PDF,,,,,,,,,,,,,
