Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,1557,1529,1540,1597,1670,1791,1925,2102,2161,2218,2312,2443,2583
  └─ YOY Sales Growth %,0.83%,3.86%,3.48%,6.09%,7.30%,17.13%,25.03%,31.68%,29.39%,23.81%,20.09%,16.21%,19.52%
Expenses,1313,1289,1311,1359,1420,1521,1638,1785,1829,1871,1936,2040,2153
  └─ Employee Cost %,62%,60%,61%,62%,63%,63%,63%,62%,63%,60%,59%,59%,57%
Operating Profit,244,240,229,237,250,270,287,318,333,347,376,403,430
OPM %,16%,16%,15%,15%,15%,15%,15%,15%,15%,16%,16%,16%,17%
Other Income,13,2,17,15,3,2,-3,7,2,7,1,-97,-2
  └─ Exceptional items,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.81,0.00,0.00,1.91,-100.15,0.00
  └─ Other income normal,12.66,1.73,16.94,15.36,2.81,1.84,-2.73,-2.10,2.12,6.83,-1.28,3.62,-1.71
Interest,21,25,26,25,27,32,34,39,43,43,43,43,52
Depreciation,64,61,65,66,67,73,79,84,91,97,110,111,116
Profit before tax,172,155,154,161,159,167,171,201,202,213,224,152,261
Tax %,18%,19%,18%,20%,16%,19%,19%,20%,20%,21%,20%,21%,21%
Net Profit,141,126,127,129,134,135,138,160,161,169,180,120,205
  └─ Minority share,0,0,0,0,0,0,0,0,0,0,0,0,0
  └─ Exceptional items AT,0,0,0,0,0,0,0,7,0,0,2,-74,0
  └─ Profit excl Excep,141,126,127,129,134,135,138,153,161,169,178,195,205
  └─ Profit for PE,141,126,127,129,134,135,138,153,161,169,178,195,205
  └─ Profit for EPS,141,126,127,129,134,135,138,160,161,169,180,120,205
  └─ YOY Profit Growth %,7%,48%,-2%,-18%,-6%,7%,9%,19%,20%,25%,29%,27%,28%
EPS in Rs,2.02,1.79,1.80,1.83,1.90,1.92,1.96,2.27,2.27,2.39,2.54,1.70,2.90
Raw PDF,,,,,,,,,,,,,
