Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,107,104,109,115,121,124,139,132,142,142,154,146,174
  └─ YOY Sales Growth %,-4.51%,5.79%,14.00%,14.98%,13.31%,18.76%,28.44%,14.53%,17.29%,14.72%,10.42%,10.31%,22.53%
Expenses,14,22,17,17,17,24,20,19,21,26,20,24,25
  └─ Employee Cost %,8.42%,9.48%,8.76%,8.09%,8.50%,8.89%,8.72%,8.75%,8.04%,8.67%,7.69%,8.95%,6.78%
Operating Profit,93,82,92,99,105,99,120,113,121,115,133,122,149
OPM %,87%,78%,85%,86%,86%,80%,86%,86%,85%,81%,87%,84%,86%
Other Income,28,25,28,29,30,34,31,32,37,49,34,42,27
  └─ Other income normal,28.09,24.95,28.15,29.40,30.09,34.49,31.26,32.42,36.58,49.11,33.87,41.57,26.55
Interest,1,1,1,1,1,1,1,1,1,1,1,1,1
Depreciation,5,5,5,5,5,5,5,5,5,5,6,6,6
Profit before tax,116,101,114,122,129,128,145,139,152,158,161,157,169
Tax %,24%,25%,24%,25%,25%,25%,25%,23%,23%,24%,23%,24%,23%
Net Profit,88,76,86,92,97,96,108,107,117,121,123,119,130
  └─ Profit excl Excep,88,76,86,92,97,96,108,107,117,121,123,119,130
  └─ Profit for PE,88,76,86,92,97,96,108,107,117,121,123,119,130
  └─ Profit for EPS,88,76,86,92,97,96,108,107,117,121,123,119,130
  └─ YOY Profit Growth %,5%,10%,21%,19%,9%,27%,25%,17%,21%,25%,14%,11%,11%
EPS in Rs,0.99,0.85,0.97,1.03,1.08,1.08,1.21,1.20,1.31,1.35,1.38,1.34,1.46
Raw PDF,,,,,,,,,,,,,
