Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,5.21,1.95,2.09,2.19,1.94,2.18,2.09,1.88,1.88,1.44,1.06,1.06,0.62
  └─ YOY Sales Growth %,236%,-6%,54%,55%,-63%,12%,0%,-14%,-3%,-34%,-49%,-44%,-67%
Expenses,9.82,1.96,1.78,1.95,2.33,1.51,1.73,1.65,1.66,1.13,1.08,1.08,12.31
  └─ Employee Cost %,10%,24%,22%,20%,27%,20%,20%,22%,22%,28%,41%,42%,79%
Operating Profit,-4.61,-0.01,0.31,0.24,-0.39,0.67,0.36,0.23,0.22,0.31,-0.02,-0.02,-11.69
OPM %,-88.48%,-0.51%,14.83%,10.96%,-20.10%,30.73%,17.22%,12.23%,11.70%,21.53%,-1.89%,-1.89%,-1885.48%
Other Income,-1.65,0.41,0.00,0.00,0.32,0.07,0.00,0.03,0.03,0.06,0.00,0.00,0.84
  └─ Exceptional items,-1.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Other income normal,0.26,0.41,0.00,0.00,0.32,0.07,0.00,0.03,0.03,0.06,0.00,0.00,0.84
Interest,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.56
Depreciation,0.29,0.23,0.18,0.18,0.18,0.17,0.17,0.17,0.17,0.16,0.16,0.16,1.31
Profit before tax,-6.64,0.17,0.13,0.06,-0.25,0.57,0.19,0.09,0.08,0.21,-0.18,-0.18,-12.72
Tax %,-111.75%,588.24%,769.23%,1483.33%,400.00%,161.40%,468.42%,944.44%,1062.50%,23.81%,-44.44%,-27.78%,-28.85%
Net Profit,0.78,-0.83,-0.87,-0.83,-1.25,-0.35,-0.70,-0.76,-0.77,0.16,-0.10,-0.13,-9.05
  └─ Exceptional items AT,-2,0,0,0,0,0,0,0,0,0,0,0,0
  └─ Profit excl Excep,3,-1,-1,-1,-1,-0,-1,-1,-1,0,-0,-0,-9
  └─ Profit for PE,3,-1,-1,-1,-1,-0,-1,-1,-1,0,-0,-0,-9
  └─ Profit for EPS,1,-1,-1,-1,-1,-0,-1,-1,-1,0,-0,-0,-9
  └─ YOY Profit Growth %,-54%,42%,98%,84%,-146%,58%,20%,8%,38%,146%,86%,83%,-1075%
EPS in Rs,0.18,-0.20,-0.21,-0.20,-0.30,-0.08,-0.17,-0.18,-0.18,0.04,-0.02,-0.03,-2.14
Raw PDF,,,,,,,,,,,,,
