Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,28944,22644,19546,25050,29180,25472,22608,22848,26966,21961,21249,24820,32439
  └─ YOY Sales Growth %,16.40%,-44.56%,-48.80%,-5.87%,0.82%,12.49%,15.66%,-8.79%,-7.59%,-13.78%,-6.01%,8.63%,20.30%
Expenses,25337,20119,17116,21824,25985,21767,18842,19778,23256,18651,17942,21178,28709
  └─ Material Cost %,62%,54%,52%,49%,54%,53%,48%,53%,55%,49%,48%,53%,62%
  └─ Employee Cost %,2%,3%,3%,2%,2%,3%,3%,3%,3%,4%,4%,4%,3%
Operating Profit,3607,2525,2430,3226,3195,3706,3766,3070,3710,3310,3307,3642,3731
OPM %,12%,11%,12%,13%,11%,15%,17%,13%,14%,15%,16%,15%,12%
Other Income,-15,370,461,491,-176,591,583,648,4582,475,4179,6288,748
  └─ Exceptional items,-382,-1,-88,1,-626,-4,-6,-4,3946,0,3583,5632,0
  └─ Other income normal,368,371,549,490,450,594,588,652,636,475,596,656,748
Interest,1525,1103,1343,597,1513,1130,910,2141,1796,1035,1711,1626,1646
Depreciation,895,714,757,760,811,934,1035,1006,1236,1284,1377,1372,2103
Profit before tax,1172,1079,791,2361,696,2232,2403,572,5259,1466,4398,6932,729
Tax %,38%,33%,50%,19%,62%,26%,21%,103%,24%,39%,23%,20%,117%
Net Profit,781,677,333,1973,352,1772,1989,229,4015,976,3414,5727,-167
  └─ Profit from Associates,58,-41,-60,55,87,124,98,245,40,81,18,200,-42
  └─ Minority share,-58,-3,-106,-84,98,-318,-247,-171,-170,-242,-216,-100,-54
  └─ Exceptional items AT,-242,-1,-44,1,-200,-4,-6,-4,2926,0,2720,4444,0
  └─ Profit excl Excep,1023,678,377,1972,553,1776,1995,232,1089,976,695,1282,-167
  └─ Profit for PE,946,675,258,1888,651,1458,1747,59,1043,734,651,1260,-221
  └─ Profit for EPS,722,674,228,1888,451,1454,1742,58,3845,734,3199,5627,-221
  └─ YOY Profit Growth %,211%,44%,-44%,130%,-31%,116%,578%,-97%,60%,-50%,-63%,2044%,-121%
EPS in Rs,5.66,5.28,1.78,14.79,3.53,11.39,13.64,0.45,29.74,5.68,24.74,43.53,-1.71
Raw PDF,,,,,,,,,,,,,
