Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Revenue,1484,1582,1708,1821,2156,1952,2085,2190,2259,2349,2386,2514,2560
  └─ YOY Sales Growth %,16.65%,26.94%,27.78%,29.21%,45.32%,23.38%,22.04%,20.26%,4.79%,20.36%,14.44%,14.78%,13.34%
Interest,667,739,821,910,948,985,1050,1087,1104,1163,1176,1209,1197
Expenses,300,382,375,351,524,402,436,462,368,559,515,509,544
  └─ Employee Cost %,11.16%,12.37%,11.68%,11.82%,10.26%,11.75%,11.09%,11.23%,10.59%,10.92%,10.70%,10.50%,11.07%
Financing Profit,516,461,512,561,684,565,599,642,787,627,695,796,820
Financing Margin %,35%,29%,30%,31%,32%,29%,29%,29%,35%,27%,29%,32%,32%
Other Income,58,8,2,7,-90,8,11,17,41,4,15,-51,20
  └─ Exceptional items,0.00,0.00,0.00,0.00,-91.72,0.00,0.00,0.00,0.00,0.00,0.00,-66.84,-8.77
  └─ Other income normal,58.08,7.88,2.44,6.68,1.38,8.05,11.09,17.04,41.17,4.17,15.04,16.00,28.99
Depreciation,41,39,44,48,53,48,53,58,63,56,60,63,67
Profit before tax,533,430,471,520,541,525,557,601,765,575,650,682,773
Tax %,23%,28%,30%,23%,28%,23%,27%,25%,28%,28%,24%,23%,25%
Net Profit,509,429,435,506,472,435,436,455,553,475,488,541,554
  └─ Profit from Associates,97,122,107,108,84,33,30,4,-1,63,-3,19,-26
  └─ Minority share,-75,-54,-69,-78,-204,0,0,0,0,0,0,0,0
  └─ Exceptional items AT,0,0,0,0,-65,0,0,0,0,0,0,-51,-7
  └─ Profit excl Excep,509,429,435,506,537,435,436,455,553,475,488,592,561
  └─ Profit for PE,433,375,365,427,305,435,436,455,553,475,488,592,561
  └─ Profit for EPS,433,375,365,427,268,435,436,455,553,475,488,541,554
  └─ YOY Profit Growth %,27%,53%,19%,28%,-30%,16%,19%,7%,81%,9%,12%,30%,1%
EPS in Rs,38.99,33.77,32.89,38.47,24.11,39.14,39.26,41.00,49.77,42.77,43.94,48.73,49.88
Gross NPA %,,,,,,,,,,,,,
Net NPA %,,,,,,,,,,,,,
Raw PDF,,,,,,,,,,,,,
