Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,279,263,254,258,256,255,225,195,190,195,198,179,201
  └─ YOY Sales Growth %,21.63%,9.49%,-10.30%,-7.26%,-8.03%,-2.84%,-11.55%,-24.51%,-25.67%,-23.63%,-11.95%,-8.16%,5.56%
Expenses,254,240,227,229,235,231,202,186,165,180,185,164,175
  └─ Material Cost %,43.08%,42.87%,36.37%,38.70%,38.82%,41.50%,34.10%,35.94%,24.33%,34.59%,35.53%,34.48%,32.87%
  └─ Employee Cost %,16.93%,17.92%,20.37%,18.19%,17.84%,17.31%,19.67%,21.82%,21.48%,20.43%,18.80%,18.18%,14.96%
Operating Profit,25,23,28,28,22,24,23,8,26,15,13,14,26
OPM %,9%,9%,11%,11%,8%,10%,10%,4%,13%,7%,7%,8%,13%
Other Income,8,7,5,32,6,8,14,2,44,27,19,8,7
  └─ Exceptional items,0.00,0.00,0.00,18.29,0.00,0.00,0.00,1.23,33.69,0.00,9.50,-1.55,2.62
  └─ Other income normal,8.38,7.48,5.30,13.22,5.61,7.81,13.76,0.96,10.33,27.39,9.79,9.80,4.85
Interest,3,2,2,2,2,2,2,2,3,2,2,1,2
Depreciation,19,19,21,21,20,15,15,13,14,13,12,10,10
Profit before tax,11,9,11,36,5,15,20,-5,53,27,18,11,22
Tax %,2%,53%,20%,32%,30%,22%,57%,41%,24%,31%,28%,18%,54%
Net Profit,11,4,8,24,3,12,8,-6,40,19,13,9,10
  └─ Exceptional items AT,0.00,0.00,0.00,12.42,0.00,0.00,0.00,0.08,25.68,0.00,6.80,-1.27,1.20
  └─ Profit excl Excep,11.11,4.11,8.43,12.04,3.35,11.62,8.40,-6.44,14.76,18.82,6.36,10.48,8.86
  └─ Profit for PE,11.11,4.11,8.43,12.04,3.35,11.62,8.40,-6.44,14.76,18.82,6.36,10.48,8.86
  └─ Profit for EPS,11.11,4.11,8.43,24.46,3.35,11.62,8.40,-6.36,40.44,18.82,13.16,9.21,10.06
  └─ YOY Profit Growth %,1110.00%,-1.91%,-36.09%,-32.36%,-69.85%,182.73%,-0.36%,-153.49%,340.60%,61.96%,-24.29%,262.73%,-39.97%
EPS in Rs,1.17,0.43,0.89,2.58,0.35,1.22,0.88,-0.67,4.26,1.98,1.39,0.97,1.06
Raw PDF,,,,,,,,,,,,,
